,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
396,0.006,-0.004,-0.007,-0.005,-0.006,-0.005,-0.004,-0.006,-0.008,-0.008,-0.004,-0.001,0.004,-0.006,-0.005,-0.005,-0.003,-0.004,-0.005,-0.011,-0.003,-0.002,-0.006,-0.003,-0.006,-0.003,-0.002,-0.004,-0.007,-0.007
397,0.007,-0.004,-0.006,-0.003,-0.005,-0.005,-0.001,-0.004,-0.006,-0.006,-0.003,-0.001,0.003,-0.004,-0.005,-0.003,-0.003,-0.003,-0.003,-0.008,-0.002,-0.002,-0.005,-0.001,-0.005,-0.002,-0.002,-0.004,-0.006,-0.006
398,0.006,-0.004,-0.005,-0.003,-0.005,-0.005,0,-0.004,-0.005,-0.005,-0.003,-0.001,0.004,-0.004,-0.005,-0.002,-0.004,-0.003,-0.003,-0.007,0,-0.001,-0.004,-0.001,-0.004,-0.002,-0.002,-0.004,-0.006,-0.006
399,0.005,-0.004,-0.005,-0.004,-0.004,-0.005,-0.001,-0.004,-0.006,-0.005,-0.002,-0.001,0.005,-0.004,-0.005,-0.003,-0.005,-0.004,-0.003,-0.007,0,-0.002,-0.004,-0.002,-0.004,-0.002,-0.002,-0.002,-0.005,-0.006
400,0.006,-0.004,-0.006,-0.005,-0.004,-0.006,-0.001,-0.005,-0.008,-0.005,-0.003,0,0.007,-0.005,-0.006,-0.004,-0.006,-0.005,-0.005,-0.008,-0.002,-0.002,-0.005,-0.003,-0.005,-0.003,-0.003,0,-0.006,-0.007
401,0.006,-0.005,-0.006,-0.006,-0.005,-0.006,-0.001,-0.006,-0.007,-0.007,-0.003,0,0.007,-0.006,-0.007,-0.005,-0.006,-0.004,-0.005,-0.01,-0.002,-0.002,-0.005,-0.003,-0.006,-0.003,-0.003,0.001,-0.008,-0.007
402,0.006,-0.006,-0.006,-0.007,-0.007,-0.007,-0.001,-0.007,-0.007,-0.008,-0.003,-0.001,0.005,-0.008,-0.008,-0.006,-0.006,-0.004,-0.007,-0.012,-0.003,-0.003,-0.005,-0.004,-0.008,-0.004,-0.003,-0.001,-0.009,-0.008
403,0.006,-0.006,-0.007,-0.007,-0.007,-0.006,-0.001,-0.007,-0.008,-0.009,-0.004,-0.002,0.001,-0.009,-0.008,-0.006,-0.005,-0.004,-0.007,-0.014,-0.003,-0.003,-0.006,-0.005,-0.008,-0.004,-0.003,-0.003,-0.009,-0.009
404,0.006,-0.006,-0.008,-0.008,-0.008,-0.007,-0.003,-0.007,-0.009,-0.009,-0.006,-0.002,0,-0.01,-0.008,-0.005,-0.006,-0.006,-0.008,-0.014,-0.004,-0.006,-0.007,-0.006,-0.008,-0.005,-0.005,-0.005,-0.009,-0.01
405,0.005,-0.007,-0.01,-0.008,-0.008,-0.008,-0.006,-0.008,-0.01,-0.01,-0.007,-0.003,-0.001,-0.01,-0.01,-0.006,-0.008,-0.008,-0.008,-0.014,-0.006,-0.006,-0.008,-0.007,-0.009,-0.006,-0.005,-0.009,-0.009,-0.011
406,0.004,-0.007,-0.009,-0.009,-0.009,-0.008,-0.007,-0.008,-0.01,-0.01,-0.007,-0.003,0,-0.01,-0.011,-0.007,-0.008,-0.007,-0.009,-0.015,-0.005,-0.006,-0.008,-0.007,-0.01,-0.006,-0.006,-0.009,-0.01,-0.011
407,0.004,-0.007,-0.009,-0.009,-0.01,-0.008,-0.005,-0.009,-0.009,-0.011,-0.005,-0.003,0.002,-0.011,-0.011,-0.008,-0.009,-0.007,-0.009,-0.015,-0.006,-0.006,-0.009,-0.007,-0.01,-0.006,-0.005,-0.007,-0.011,-0.012
408,0.004,-0.006,-0.009,-0.008,-0.009,-0.007,-0.003,-0.009,-0.009,-0.01,-0.005,-0.003,0.002,-0.01,-0.009,-0.007,-0.009,-0.006,-0.008,-0.014,-0.005,-0.005,-0.008,-0.006,-0.009,-0.005,-0.005,-0.004,-0.011,-0.011
409,0.004,-0.006,-0.008,-0.008,-0.009,-0.007,-0.003,-0.008,-0.009,-0.01,-0.005,-0.003,0.004,-0.009,-0.007,-0.006,-0.008,-0.006,-0.007,-0.014,-0.004,-0.005,-0.007,-0.005,-0.009,-0.005,-0.004,-0.002,-0.01,-0.01
410,0.004,-0.005,-0.007,-0.007,-0.008,-0.006,-0.004,-0.008,-0.008,-0.009,-0.004,-0.002,0.001,-0.008,-0.007,-0.006,-0.007,-0.005,-0.007,-0.014,-0.004,-0.004,-0.007,-0.005,-0.008,-0.004,-0.003,-0.004,-0.01,-0.01
411,0.002,-0.006,-0.008,-0.008,-0.008,-0.007,-0.004,-0.008,-0.009,-0.009,-0.005,-0.004,0.004,-0.007,-0.009,-0.007,-0.008,-0.006,-0.007,-0.014,-0.004,-0.005,-0.008,-0.005,-0.008,-0.006,-0.005,-0.005,-0.01,-0.01
412,0.004,-0.006,-0.008,-0.008,-0.009,-0.007,-0.002,-0.008,-0.009,-0.009,-0.005,-0.004,0.006,-0.008,-0.01,-0.007,-0.008,-0.007,-0.006,-0.014,-0.004,-0.005,-0.008,-0.005,-0.008,-0.005,-0.004,-0.005,-0.009,-0.01
413,0.003,-0.007,-0.008,-0.007,-0.009,-0.008,-0.002,-0.008,-0.01,-0.009,-0.006,-0.005,0.006,-0.008,-0.01,-0.007,-0.008,-0.007,-0.007,-0.013,-0.005,-0.005,-0.008,-0.005,-0.008,-0.006,-0.005,-0.004,-0.009,-0.01
414,0.003,-0.007,-0.008,-0.006,-0.007,-0.008,-0.001,-0.007,-0.01,-0.009,-0.007,-0.004,0.004,-0.008,-0.007,-0.007,-0.007,-0.007,-0.007,-0.012,-0.004,-0.005,-0.007,-0.004,-0.008,-0.006,-0.005,-0.005,-0.009,-0.009
415,0.003,-0.005,-0.006,-0.005,-0.006,-0.007,-0.002,-0.006,-0.008,-0.008,-0.005,-0.003,0.002,-0.007,-0.005,-0.006,-0.004,-0.005,-0.006,-0.011,-0.004,-0.004,-0.006,-0.004,-0.007,-0.004,-0.004,-0.007,-0.008,-0.008
416,0.005,-0.004,-0.006,-0.004,-0.005,-0.006,-0.001,-0.005,-0.006,-0.007,-0.004,-0.002,-0.001,-0.007,-0.005,-0.004,-0.004,-0.005,-0.005,-0.012,-0.003,-0.004,-0.005,-0.003,-0.006,-0.004,-0.004,-0.009,-0.007,-0.007
417,0.006,-0.003,-0.006,-0.004,-0.005,-0.005,0,-0.004,-0.005,-0.006,-0.002,0,-0.003,-0.006,-0.005,-0.003,-0.004,-0.004,-0.005,-0.01,-0.001,-0.002,-0.005,-0.003,-0.005,-0.003,-0.002,-0.009,-0.006,-0.006
418,0.006,-0.003,-0.006,-0.004,-0.005,-0.005,-0.001,-0.005,-0.006,-0.007,-0.003,0.001,-0.003,-0.006,-0.005,-0.004,-0.004,-0.004,-0.006,-0.009,-0.002,-0.002,-0.005,-0.003,-0.005,-0.004,-0.003,-0.008,-0.007,-0.007
419,0.006,-0.003,-0.006,-0.005,-0.005,-0.005,-0.001,-0.005,-0.006,-0.007,-0.003,0,-0.001,-0.005,-0.006,-0.005,-0.003,-0.004,-0.006,-0.009,-0.002,-0.001,-0.005,-0.003,-0.006,-0.004,-0.003,-0.006,-0.007,-0.008
420,0.006,-0.004,-0.007,-0.007,-0.007,-0.006,-0.004,-0.006,-0.008,-0.008,-0.004,-0.002,0.002,-0.007,-0.007,-0.006,-0.003,-0.005,-0.008,-0.011,-0.003,-0.003,-0.006,-0.005,-0.008,-0.005,-0.003,-0.004,-0.008,-0.01
421,0.004,-0.007,-0.009,-0.009,-0.008,-0.009,-0.006,-0.008,-0.011,-0.01,-0.006,-0.006,0,-0.009,-0.01,-0.008,-0.005,-0.008,-0.01,-0.015,-0.006,-0.005,-0.008,-0.007,-0.01,-0.007,-0.006,-0.006,-0.01,-0.012
422,0.003,-0.009,-0.011,-0.01,-0.009,-0.012,-0.007,-0.01,-0.012,-0.012,-0.008,-0.007,-0.002,-0.011,-0.011,-0.01,-0.008,-0.01,-0.011,-0.018,-0.008,-0.007,-0.01,-0.008,-0.011,-0.009,-0.007,-0.008,-0.012,-0.013
423,0.004,-0.009,-0.011,-0.01,-0.008,-0.011,-0.005,-0.009,-0.012,-0.011,-0.008,-0.005,-0.003,-0.011,-0.011,-0.009,-0.009,-0.01,-0.01,-0.017,-0.007,-0.007,-0.01,-0.008,-0.01,-0.008,-0.007,-0.008,-0.012,-0.012
424,0.005,-0.007,-0.009,-0.008,-0.007,-0.009,-0.003,-0.007,-0.01,-0.01,-0.006,-0.003,0.001,-0.009,-0.009,-0.008,-0.008,-0.008,-0.009,-0.015,-0.006,-0.006,-0.008,-0.006,-0.008,-0.007,-0.006,-0.006,-0.01,-0.011
425,0.005,-0.006,-0.009,-0.007,-0.006,-0.007,-0.003,-0.007,-0.009,-0.011,-0.005,-0.003,0.006,-0.009,-0.009,-0.007,-0.008,-0.007,-0.01,-0.014,-0.005,-0.005,-0.008,-0.007,-0.008,-0.006,-0.005,-0.005,-0.011,-0.011
426,0.005,-0.006,-0.009,-0.008,-0.006,-0.008,-0.004,-0.009,-0.01,-0.012,-0.005,-0.003,0.004,-0.01,-0.011,-0.007,-0.008,-0.008,-0.01,-0.015,-0.005,-0.006,-0.008,-0.008,-0.009,-0.007,-0.005,-0.007,-0.011,-0.012
427,0.006,-0.006,-0.008,-0.008,-0.006,-0.008,-0.004,-0.008,-0.01,-0.01,-0.005,-0.002,0.002,-0.01,-0.011,-0.007,-0.006,-0.007,-0.009,-0.015,-0.005,-0.005,-0.008,-0.007,-0.009,-0.006,-0.005,-0.008,-0.01,-0.011
428,0.007,-0.006,-0.007,-0.007,-0.005,-0.008,-0.001,-0.007,-0.009,-0.008,-0.004,-0.001,0.003,-0.009,-0.009,-0.007,-0.006,-0.007,-0.008,-0.013,-0.004,-0.004,-0.007,-0.005,-0.007,-0.005,-0.004,-0.005,-0.008,-0.01
429,0.005,-0.006,-0.008,-0.008,-0.006,-0.008,-0.002,-0.007,-0.009,-0.008,-0.005,-0.001,0.004,-0.008,-0.01,-0.007,-0.008,-0.007,-0.009,-0.012,-0.004,-0.004,-0.008,-0.005,-0.008,-0.005,-0.005,-0.004,-0.008,-0.01
430,0.002,-0.005,-0.008,-0.008,-0.007,-0.007,-0.002,-0.009,-0.009,-0.01,-0.004,-0.002,0.005,-0.009,-0.011,-0.006,-0.01,-0.006,-0.01,-0.012,-0.004,-0.004,-0.007,-0.006,-0.009,-0.005,-0.005,-0.006,-0.01,-0.011
431,-0.002,-0.006,-0.009,-0.009,-0.007,-0.008,-0.003,-0.01,-0.009,-0.012,-0.004,-0.003,0,-0.011,-0.012,-0.007,-0.01,-0.007,-0.01,-0.015,-0.004,-0.005,-0.008,-0.007,-0.01,-0.006,-0.005,-0.009,-0.012,-0.011
432,-0.004,-0.006,-0.009,-0.01,-0.01,-0.009,-0.002,-0.01,-0.009,-0.013,-0.004,-0.004,-0.003,-0.011,-0.011,-0.008,-0.009,-0.008,-0.01,-0.016,-0.005,-0.005,-0.008,-0.008,-0.01,-0.007,-0.005,-0.009,-0.013,-0.012
433,-0.004,-0.007,-0.008,-0.01,-0.011,-0.009,-0.001,-0.01,-0.009,-0.012,-0.005,-0.003,-0.005,-0.011,-0.01,-0.008,-0.009,-0.008,-0.01,-0.016,-0.006,-0.005,-0.009,-0.007,-0.011,-0.007,-0.005,-0.007,-0.012,-0.012
434,-0.001,-0.006,-0.008,-0.01,-0.011,-0.009,-0.002,-0.01,-0.01,-0.011,-0.005,-0.003,-0.005,-0.01,-0.012,-0.007,-0.008,-0.008,-0.01,-0.016,-0.005,-0.006,-0.009,-0.007,-0.011,-0.006,-0.006,-0.006,-0.011,-0.012
435,0.003,-0.005,-0.007,-0.008,-0.009,-0.007,-0.002,-0.009,-0.009,-0.009,-0.004,-0.002,-0.001,-0.01,-0.011,-0.005,-0.007,-0.007,-0.009,-0.016,-0.003,-0.005,-0.007,-0.006,-0.01,-0.005,-0.004,-0.005,-0.009,-0.011
436,0.005,-0.004,-0.007,-0.008,-0.008,-0.006,-0.002,-0.007,-0.008,-0.009,-0.003,-0.002,0.001,-0.009,-0.01,-0.005,-0.006,-0.005,-0.008,-0.015,-0.002,-0.004,-0.007,-0.006,-0.009,-0.004,-0.004,-0.007,-0.009,-0.01
437,0.006,-0.005,-0.008,-0.008,-0.008,-0.007,-0.003,-0.006,-0.008,-0.009,-0.004,-0.002,0.004,-0.009,-0.009,-0.006,-0.006,-0.006,-0.008,-0.012,-0.002,-0.003,-0.006,-0.007,-0.008,-0.004,-0.004,-0.008,-0.009,-0.01
438,0.007,-0.006,-0.008,-0.008,-0.009,-0.008,-0.003,-0.007,-0.009,-0.01,-0.005,-0.002,0.003,-0.009,-0.009,-0.007,-0.006,-0.006,-0.008,-0.013,-0.004,-0.004,-0.007,-0.007,-0.008,-0.005,-0.004,-0.008,-0.009,-0.011
439,0.006,-0.006,-0.009,-0.008,-0.009,-0.009,-0.002,-0.008,-0.01,-0.011,-0.006,-0.003,0.001,-0.01,-0.011,-0.007,-0.006,-0.007,-0.009,-0.014,-0.006,-0.005,-0.008,-0.007,-0.009,-0.007,-0.005,-0.009,-0.01,-0.012
440,0.007,-0.005,-0.007,-0.007,-0.008,-0.007,0,-0.008,-0.008,-0.01,-0.004,-0.002,0.002,-0.009,-0.011,-0.006,-0.006,-0.006,-0.008,-0.014,-0.004,-0.005,-0.007,-0.006,-0.009,-0.006,-0.003,-0.006,-0.01,-0.011
441,0.007,-0.004,-0.008,-0.008,-0.008,-0.005,0,-0.007,-0.008,-0.01,-0.004,-0.001,0.004,-0.009,-0.01,-0.005,-0.005,-0.005,-0.008,-0.014,-0.003,-0.004,-0.006,-0.006,-0.009,-0.006,-0.003,-0.003,-0.01,-0.011
442,0.007,-0.005,-0.008,-0.008,-0.007,-0.007,-0.001,-0.008,-0.008,-0.011,-0.005,-0.001,0.004,-0.01,-0.01,-0.005,-0.005,-0.006,-0.009,-0.014,-0.003,-0.005,-0.007,-0.006,-0.01,-0.006,-0.004,-0.002,-0.011,-0.011
443,0.005,-0.006,-0.009,-0.01,-0.009,-0.008,-0.003,-0.01,-0.01,-0.013,-0.006,-0.003,0.003,-0.012,-0.012,-0.006,-0.008,-0.007,-0.011,-0.017,-0.005,-0.007,-0.009,-0.008,-0.011,-0.007,-0.006,-0.005,-0.012,-0.014
444,0.003,-0.006,-0.009,-0.009,-0.008,-0.008,-0.003,-0.01,-0.009,-0.011,-0.006,-0.004,0.003,-0.011,-0.012,-0.006,-0.008,-0.008,-0.01,-0.015,-0.005,-0.006,-0.009,-0.007,-0.01,-0.006,-0.006,-0.008,-0.012,-0.013
445,0.004,-0.005,-0.008,-0.008,-0.007,-0.007,-0.002,-0.008,-0.008,-0.01,-0.005,-0.004,0.004,-0.009,-0.01,-0.006,-0.007,-0.006,-0.008,-0.012,-0.004,-0.005,-0.008,-0.006,-0.009,-0.006,-0.005,-0.005,-0.01,-0.011
446,0.006,-0.003,-0.006,-0.006,-0.005,-0.005,0.001,-0.006,-0.006,-0.008,-0.002,-0.002,0.006,-0.006,-0.008,-0.004,-0.004,-0.004,-0.006,-0.009,-0.002,-0.002,-0.005,-0.005,-0.006,-0.004,-0.003,0,-0.008,-0.009
447,0.007,-0.003,-0.005,-0.005,-0.005,-0.005,0.001,-0.005,-0.006,-0.007,-0.002,-0.001,0.004,-0.006,-0.007,-0.003,-0.003,-0.003,-0.006,-0.009,-0.002,-0.002,-0.004,-0.005,-0.006,-0.003,-0.003,-0.001,-0.007,-0.008
448,0.006,-0.004,-0.005,-0.006,-0.006,-0.005,0.001,-0.006,-0.007,-0.009,-0.002,-0.001,0.001,-0.008,-0.007,-0.004,-0.004,-0.003,-0.007,-0.011,-0.003,-0.003,-0.005,-0.006,-0.007,-0.003,-0.003,-0.004,-0.009,-0.009
449,0.002,-0.006,-0.009,-0.009,-0.009,-0.008,-0.003,-0.01,-0.01,-0.012,-0.006,-0.004,-0.004,-0.011,-0.011,-0.008,-0.009,-0.007,-0.01,-0.015,-0.006,-0.006,-0.009,-0.008,-0.011,-0.007,-0.005,-0.008,-0.012,-0.013
450,-0.003,-0.009,-0.013,-0.013,-0.012,-0.011,-0.005,-0.013,-0.013,-0.016,-0.009,-0.006,-0.007,-0.015,-0.014,-0.011,-0.013,-0.011,-0.014,-0.02,-0.009,-0.008,-0.012,-0.011,-0.015,-0.01,-0.008,-0.01,-0.015,-0.016
451,-0.001,-0.008,-0.011,-0.013,-0.011,-0.009,-0.004,-0.012,-0.011,-0.015,-0.007,-0.005,-0.004,-0.013,-0.014,-0.009,-0.011,-0.009,-0.013,-0.02,-0.007,-0.007,-0.01,-0.01,-0.014,-0.008,-0.006,-0.006,-0.014,-0.015
452,0.002,-0.007,-0.009,-0.011,-0.009,-0.007,-0.004,-0.01,-0.009,-0.012,-0.005,-0.004,-0.001,-0.012,-0.012,-0.007,-0.007,-0.007,-0.011,-0.019,-0.005,-0.006,-0.008,-0.008,-0.012,-0.006,-0.005,-0.004,-0.012,-0.012
453,0.004,-0.005,-0.008,-0.008,-0.007,-0.006,-0.003,-0.007,-0.008,-0.01,-0.004,-0.003,0.001,-0.01,-0.009,-0.006,-0.005,-0.005,-0.009,-0.016,-0.004,-0.005,-0.007,-0.006,-0.009,-0.005,-0.004,-0.006,-0.011,-0.01
454,0.003,-0.006,-0.009,-0.009,-0.008,-0.008,-0.005,-0.009,-0.009,-0.013,-0.005,-0.004,-0.002,-0.012,-0.01,-0.007,-0.006,-0.007,-0.01,-0.018,-0.006,-0.006,-0.009,-0.008,-0.01,-0.006,-0.005,-0.011,-0.013,-0.012
455,0.004,-0.007,-0.009,-0.01,-0.009,-0.009,-0.006,-0.01,-0.009,-0.013,-0.006,-0.003,-0.002,-0.013,-0.011,-0.008,-0.005,-0.008,-0.011,-0.019,-0.007,-0.005,-0.009,-0.009,-0.011,-0.007,-0.005,-0.012,-0.014,-0.012
456,0.004,-0.007,-0.009,-0.01,-0.01,-0.009,-0.005,-0.011,-0.009,-0.013,-0.007,-0.003,-0.004,-0.012,-0.011,-0.008,-0.006,-0.008,-0.012,-0.019,-0.007,-0.006,-0.009,-0.009,-0.012,-0.007,-0.005,-0.011,-0.014,-0.013
457,0.003,-0.007,-0.009,-0.009,-0.01,-0.009,-0.004,-0.011,-0.01,-0.012,-0.007,-0.003,-0.002,-0.012,-0.011,-0.007,-0.006,-0.008,-0.01,-0.017,-0.006,-0.006,-0.009,-0.007,-0.011,-0.006,-0.006,-0.011,-0.012,-0.011
458,0.002,-0.006,-0.009,-0.007,-0.009,-0.009,-0.002,-0.008,-0.01,-0.01,-0.006,-0.002,0.001,-0.01,-0.009,-0.007,-0.007,-0.007,-0.008,-0.015,-0.005,-0.006,-0.008,-0.005,-0.009,-0.006,-0.005,-0.01,-0.01,-0.01
459,0.001,-0.006,-0.009,-0.007,-0.008,-0.008,-0.001,-0.007,-0.009,-0.01,-0.005,-0.003,0.001,-0.009,-0.008,-0.007,-0.007,-0.006,-0.007,-0.014,-0.004,-0.006,-0.007,-0.005,-0.009,-0.006,-0.004,-0.008,-0.01,-0.01
460,0,-0.006,-0.01,-0.007,-0.007,-0.009,-0.001,-0.008,-0.009,-0.011,-0.006,-0.003,0,-0.009,-0.009,-0.008,-0.008,-0.007,-0.008,-0.015,-0.005,-0.006,-0.008,-0.006,-0.009,-0.007,-0.005,-0.007,-0.011,-0.011
461,-0.001,-0.007,-0.01,-0.009,-0.008,-0.009,-0.003,-0.009,-0.01,-0.012,-0.007,-0.004,-0.004,-0.01,-0.011,-0.009,-0.01,-0.008,-0.01,-0.017,-0.006,-0.007,-0.009,-0.008,-0.011,-0.008,-0.007,-0.007,-0.011,-0.012
462,-0.001,-0.006,-0.009,-0.01,-0.009,-0.009,-0.002,-0.01,-0.009,-0.012,-0.007,-0.003,-0.004,-0.011,-0.012,-0.008,-0.008,-0.007,-0.011,-0.017,-0.005,-0.005,-0.008,-0.008,-0.012,-0.006,-0.006,-0.006,-0.011,-0.012
463,-0.002,-0.006,-0.009,-0.012,-0.011,-0.009,-0.001,-0.011,-0.01,-0.013,-0.007,-0.004,-0.001,-0.013,-0.014,-0.008,-0.008,-0.008,-0.012,-0.018,-0.005,-0.005,-0.008,-0.009,-0.014,-0.006,-0.005,-0.005,-0.012,-0.014
464,-0.006,-0.009,-0.011,-0.013,-0.013,-0.01,0,-0.013,-0.012,-0.014,-0.008,-0.006,-0.003,-0.015,-0.016,-0.009,-0.01,-0.009,-0.014,-0.018,-0.006,-0.007,-0.01,-0.011,-0.015,-0.008,-0.007,-0.006,-0.014,-0.016
465,-0.009,-0.011,-0.012,-0.013,-0.013,-0.012,-0.002,-0.013,-0.013,-0.016,-0.009,-0.007,-0.007,-0.015,-0.015,-0.011,-0.012,-0.011,-0.013,-0.017,-0.008,-0.008,-0.012,-0.011,-0.014,-0.01,-0.008,-0.009,-0.014,-0.016
466,-0.005,-0.011,-0.012,-0.012,-0.012,-0.012,-0.005,-0.012,-0.013,-0.015,-0.008,-0.006,-0.011,-0.013,-0.014,-0.01,-0.012,-0.011,-0.012,-0.016,-0.008,-0.009,-0.012,-0.01,-0.012,-0.01,-0.008,-0.013,-0.013,-0.014
467,0.001,-0.008,-0.01,-0.011,-0.012,-0.011,-0.006,-0.011,-0.01,-0.014,-0.007,-0.004,-0.012,-0.012,-0.012,-0.009,-0.008,-0.009,-0.01,-0.016,-0.006,-0.008,-0.01,-0.009,-0.011,-0.008,-0.007,-0.014,-0.013,-0.013
468,0.002,-0.007,-0.01,-0.01,-0.012,-0.009,-0.005,-0.01,-0.009,-0.013,-0.007,-0.003,-0.012,-0.011,-0.011,-0.008,-0.007,-0.008,-0.01,-0.018,-0.005,-0.007,-0.009,-0.008,-0.011,-0.006,-0.006,-0.013,-0.011,-0.013
469,0.002,-0.007,-0.01,-0.01,-0.012,-0.009,-0.003,-0.011,-0.01,-0.012,-0.007,-0.003,-0.01,-0.012,-0.012,-0.008,-0.009,-0.007,-0.011,-0.018,-0.005,-0.007,-0.009,-0.009,-0.012,-0.006,-0.007,-0.01,-0.012,-0.014
470,0.001,-0.006,-0.009,-0.008,-0.011,-0.008,-0.002,-0.01,-0.01,-0.012,-0.007,-0.001,-0.008,-0.01,-0.01,-0.007,-0.01,-0.007,-0.01,-0.016,-0.005,-0.005,-0.008,-0.008,-0.011,-0.005,-0.006,-0.006,-0.011,-0.012
471,0.003,-0.004,-0.006,-0.007,-0.009,-0.006,-0.002,-0.008,-0.007,-0.011,-0.004,0.001,-0.005,-0.01,-0.009,-0.005,-0.006,-0.005,-0.009,-0.016,-0.003,-0.003,-0.007,-0.007,-0.011,-0.003,-0.003,-0.006,-0.01,-0.011
472,0.006,-0.001,-0.004,-0.006,-0.007,-0.003,0,-0.006,-0.004,-0.009,-0.001,0.002,-0.001,-0.008,-0.008,-0.003,-0.002,-0.003,-0.007,-0.013,0,-0.001,-0.004,-0.004,-0.008,-0.001,0,-0.004,-0.008,-0.009
473,0.007,-0.002,-0.006,-0.007,-0.007,-0.004,0,-0.007,-0.005,-0.01,-0.002,0.001,-0.002,-0.009,-0.009,-0.004,-0.002,-0.003,-0.007,-0.012,-0.001,-0.002,-0.005,-0.005,-0.008,-0.002,-0.001,-0.006,-0.009,-0.01
474,0.004,-0.006,-0.009,-0.009,-0.01,-0.008,-0.001,-0.01,-0.009,-0.013,-0.006,-0.003,-0.004,-0.011,-0.012,-0.008,-0.007,-0.007,-0.01,-0.014,-0.005,-0.006,-0.008,-0.008,-0.01,-0.006,-0.005,-0.007,-0.012,-0.013
475,0,-0.008,-0.012,-0.012,-0.013,-0.011,-0.002,-0.012,-0.011,-0.015,-0.008,-0.005,-0.005,-0.013,-0.014,-0.01,-0.01,-0.01,-0.013,-0.016,-0.007,-0.008,-0.011,-0.011,-0.012,-0.009,-0.007,-0.01,-0.014,-0.014
476,-0.004,-0.008,-0.011,-0.011,-0.014,-0.01,-0.001,-0.012,-0.01,-0.014,-0.007,-0.005,-0.004,-0.013,-0.014,-0.008,-0.01,-0.009,-0.013,-0.017,-0.007,-0.008,-0.01,-0.011,-0.013,-0.008,-0.007,-0.009,-0.014,-0.014
477,-0.006,-0.007,-0.01,-0.01,-0.013,-0.009,0.001,-0.01,-0.009,-0.013,-0.006,-0.003,-0.004,-0.011,-0.013,-0.007,-0.011,-0.008,-0.011,-0.016,-0.005,-0.007,-0.008,-0.009,-0.011,-0.007,-0.005,-0.01,-0.012,-0.014
478,-0.006,-0.007,-0.01,-0.011,-0.013,-0.009,-0.001,-0.011,-0.01,-0.014,-0.006,-0.004,-0.009,-0.012,-0.013,-0.008,-0.012,-0.008,-0.011,-0.017,-0.007,-0.007,-0.009,-0.009,-0.012,-0.007,-0.007,-0.013,-0.013,-0.015
479,-0.005,-0.009,-0.011,-0.012,-0.014,-0.011,-0.003,-0.013,-0.012,-0.015,-0.008,-0.004,-0.01,-0.013,-0.014,-0.009,-0.012,-0.009,-0.012,-0.018,-0.008,-0.008,-0.011,-0.009,-0.014,-0.008,-0.009,-0.015,-0.014,-0.015
480,-0.002,-0.008,-0.011,-0.012,-0.013,-0.01,-0.004,-0.012,-0.011,-0.014,-0.007,-0.003,-0.009,-0.013,-0.013,-0.009,-0.01,-0.009,-0.012,-0.016,-0.008,-0.007,-0.01,-0.009,-0.014,-0.008,-0.008,-0.012,-0.013,-0.015
481,-0.001,-0.007,-0.01,-0.011,-0.011,-0.009,-0.003,-0.011,-0.009,-0.013,-0.006,-0.001,-0.005,-0.012,-0.013,-0.008,-0.01,-0.008,-0.011,-0.013,-0.007,-0.007,-0.009,-0.007,-0.012,-0.007,-0.007,-0.008,-0.012,-0.014
482,-0.002,-0.006,-0.009,-0.01,-0.009,-0.007,-0.001,-0.009,-0.008,-0.011,-0.005,0,-0.003,-0.01,-0.013,-0.007,-0.011,-0.008,-0.009,-0.011,-0.005,-0.006,-0.008,-0.006,-0.01,-0.006,-0.005,-0.009,-0.011,-0.013
483,-0.003,-0.005,-0.008,-0.008,-0.008,-0.007,0,-0.008,-0.008,-0.011,-0.005,-0.001,-0.003,-0.01,-0.012,-0.007,-0.011,-0.007,-0.008,-0.01,-0.005,-0.005,-0.007,-0.005,-0.008,-0.006,-0.005,-0.011,-0.01,-0.012
484,-0.005,-0.007,-0.01,-0.01,-0.01,-0.01,-0.003,-0.009,-0.011,-0.013,-0.007,-0.005,-0.005,-0.012,-0.013,-0.01,-0.012,-0.008,-0.01,-0.014,-0.008,-0.007,-0.009,-0.008,-0.01,-0.008,-0.007,-0.016,-0.012,-0.013
485,-0.007,-0.009,-0.011,-0.012,-0.012,-0.012,-0.006,-0.011,-0.012,-0.015,-0.009,-0.007,-0.01,-0.014,-0.014,-0.011,-0.011,-0.01,-0.012,-0.019,-0.009,-0.008,-0.011,-0.01,-0.012,-0.01,-0.008,-0.018,-0.015,-0.015
486,-0.006,-0.01,-0.012,-0.013,-0.013,-0.012,-0.006,-0.013,-0.012,-0.016,-0.01,-0.006,-0.008,-0.014,-0.014,-0.012,-0.011,-0.01,-0.013,-0.02,-0.008,-0.008,-0.011,-0.011,-0.013,-0.009,-0.009,-0.012,-0.015,-0.015
487,-0.002,-0.008,-0.01,-0.011,-0.01,-0.01,-0.003,-0.011,-0.011,-0.013,-0.008,-0.003,-0.005,-0.012,-0.011,-0.01,-0.01,-0.008,-0.011,-0.017,-0.006,-0.006,-0.009,-0.009,-0.011,-0.008,-0.007,-0.007,-0.013,-0.014
