,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
579,-0.009,-0.014,-0.017,-0.017,-0.023,-0.018,-0.01,-0.016,-0.018,-0.019,-0.015,-0.014,-0.006,-0.017,-0.015,-0.017,-0.02,-0.016,-0.016,-0.013,-0.013,-0.015,-0.017,-0.016,-0.018,-0.016,-0.014,-0.012,-0.018,-0.018
580,-0.009,-0.013,-0.015,-0.015,-0.02,-0.015,-0.009,-0.015,-0.016,-0.017,-0.013,-0.012,-0.007,-0.016,-0.011,-0.014,-0.016,-0.014,-0.015,-0.012,-0.011,-0.014,-0.014,-0.014,-0.016,-0.013,-0.013,-0.011,-0.017,-0.017
581,-0.008,-0.012,-0.013,-0.012,-0.018,-0.014,-0.009,-0.014,-0.014,-0.016,-0.012,-0.011,-0.003,-0.014,-0.01,-0.013,-0.013,-0.013,-0.013,-0.01,-0.01,-0.012,-0.012,-0.012,-0.014,-0.013,-0.011,-0.005,-0.015,-0.015
582,-0.008,-0.011,-0.013,-0.011,-0.015,-0.013,-0.009,-0.012,-0.013,-0.015,-0.011,-0.011,-0.002,-0.011,-0.011,-0.012,-0.011,-0.012,-0.012,-0.009,-0.01,-0.009,-0.011,-0.011,-0.013,-0.013,-0.01,-0.002,-0.013,-0.014
583,-0.006,-0.011,-0.013,-0.012,-0.014,-0.013,-0.011,-0.011,-0.014,-0.015,-0.011,-0.011,-0.007,-0.01,-0.011,-0.012,-0.011,-0.013,-0.011,-0.011,-0.01,-0.011,-0.013,-0.011,-0.013,-0.013,-0.011,-0.004,-0.013,-0.014
584,-0.003,-0.009,-0.013,-0.011,-0.013,-0.011,-0.011,-0.011,-0.013,-0.015,-0.01,-0.009,-0.01,-0.01,-0.007,-0.012,-0.008,-0.01,-0.011,-0.013,-0.008,-0.011,-0.013,-0.01,-0.011,-0.012,-0.01,-0.001,-0.013,-0.012
585,-0.002,-0.009,-0.013,-0.011,-0.016,-0.012,-0.011,-0.012,-0.013,-0.015,-0.011,-0.01,-0.012,-0.013,-0.006,-0.013,-0.008,-0.009,-0.012,-0.016,-0.01,-0.012,-0.012,-0.011,-0.012,-0.011,-0.011,-0.001,-0.014,-0.013
586,0,-0.011,-0.014,-0.012,-0.018,-0.013,-0.012,-0.012,-0.014,-0.015,-0.012,-0.012,-0.004,-0.016,-0.007,-0.014,-0.011,-0.011,-0.013,-0.015,-0.012,-0.011,-0.012,-0.012,-0.014,-0.013,-0.011,0.003,-0.016,-0.015
587,-0.004,-0.013,-0.015,-0.015,-0.022,-0.014,-0.012,-0.013,-0.015,-0.016,-0.012,-0.013,-0.002,-0.017,-0.011,-0.015,-0.013,-0.013,-0.015,-0.015,-0.012,-0.011,-0.012,-0.014,-0.016,-0.015,-0.011,0.003,-0.017,-0.016
588,-0.006,-0.014,-0.016,-0.016,-0.022,-0.014,-0.013,-0.013,-0.016,-0.017,-0.012,-0.014,0.003,-0.017,-0.012,-0.016,-0.014,-0.013,-0.015,-0.016,-0.013,-0.012,-0.014,-0.014,-0.016,-0.016,-0.012,0,-0.018,-0.018
589,-0.007,-0.016,-0.018,-0.015,-0.02,-0.016,-0.011,-0.013,-0.016,-0.017,-0.013,-0.015,0.008,-0.017,-0.013,-0.015,-0.015,-0.013,-0.014,-0.018,-0.013,-0.015,-0.016,-0.015,-0.016,-0.016,-0.013,-0.002,-0.018,-0.017
590,-0.004,-0.016,-0.02,-0.015,-0.019,-0.018,-0.01,-0.014,-0.018,-0.019,-0.014,-0.016,0.012,-0.018,-0.015,-0.017,-0.017,-0.015,-0.015,-0.018,-0.014,-0.017,-0.018,-0.015,-0.017,-0.017,-0.015,0.002,-0.017,-0.018
591,0,-0.015,-0.018,-0.016,-0.018,-0.017,-0.012,-0.014,-0.018,-0.019,-0.015,-0.015,0.013,-0.017,-0.016,-0.016,-0.019,-0.017,-0.015,-0.017,-0.015,-0.016,-0.018,-0.016,-0.017,-0.015,-0.015,0.006,-0.018,-0.019
592,0.002,-0.014,-0.016,-0.016,-0.02,-0.016,-0.012,-0.017,-0.017,-0.02,-0.014,-0.013,0.009,-0.017,-0.018,-0.016,-0.019,-0.016,-0.016,-0.018,-0.014,-0.014,-0.016,-0.016,-0.017,-0.014,-0.013,0,-0.019,-0.02
593,0.001,-0.015,-0.015,-0.018,-0.021,-0.016,-0.012,-0.021,-0.017,-0.02,-0.014,-0.012,0.001,-0.019,-0.02,-0.016,-0.019,-0.016,-0.019,-0.02,-0.014,-0.013,-0.015,-0.018,-0.019,-0.013,-0.012,-0.007,-0.021,-0.022
594,-0.004,-0.013,-0.014,-0.017,-0.019,-0.015,-0.008,-0.018,-0.017,-0.017,-0.012,-0.012,0.001,-0.018,-0.017,-0.015,-0.016,-0.014,-0.018,-0.018,-0.012,-0.01,-0.014,-0.017,-0.018,-0.012,-0.011,-0.007,-0.019,-0.02
595,-0.002,-0.01,-0.011,-0.014,-0.015,-0.013,-0.006,-0.013,-0.014,-0.015,-0.01,-0.009,0.004,-0.016,-0.012,-0.011,-0.012,-0.011,-0.014,-0.017,-0.01,-0.008,-0.011,-0.015,-0.015,-0.01,-0.009,-0.002,-0.015,-0.017
596,0,-0.008,-0.01,-0.012,-0.015,-0.01,-0.006,-0.01,-0.011,-0.013,-0.008,-0.008,0.006,-0.013,-0.01,-0.009,-0.011,-0.01,-0.011,-0.018,-0.008,-0.006,-0.009,-0.011,-0.014,-0.009,-0.007,-0.002,-0.012,-0.015
597,0.001,-0.01,-0.011,-0.014,-0.016,-0.01,-0.009,-0.014,-0.013,-0.014,-0.01,-0.009,0.002,-0.014,-0.013,-0.011,-0.012,-0.01,-0.013,-0.019,-0.009,-0.008,-0.011,-0.011,-0.016,-0.01,-0.008,-0.009,-0.013,-0.017
598,0.001,-0.011,-0.012,-0.016,-0.015,-0.012,-0.009,-0.015,-0.014,-0.015,-0.011,-0.009,-0.003,-0.015,-0.014,-0.012,-0.012,-0.011,-0.015,-0.021,-0.01,-0.01,-0.012,-0.013,-0.017,-0.01,-0.01,-0.008,-0.016,-0.019
599,0.004,-0.009,-0.011,-0.014,-0.012,-0.012,-0.007,-0.013,-0.013,-0.015,-0.01,-0.011,-0.004,-0.015,-0.01,-0.012,-0.008,-0.009,-0.013,-0.02,-0.009,-0.009,-0.011,-0.013,-0.014,-0.009,-0.01,-0.001,-0.015,-0.016
600,0.007,-0.007,-0.01,-0.013,-0.011,-0.011,-0.006,-0.012,-0.011,-0.014,-0.008,-0.01,-0.002,-0.013,-0.008,-0.01,-0.006,-0.008,-0.012,-0.019,-0.008,-0.007,-0.01,-0.013,-0.012,-0.008,-0.008,0.007,-0.015,-0.013
601,0.008,-0.006,-0.011,-0.013,-0.013,-0.009,-0.006,-0.012,-0.011,-0.013,-0.008,-0.009,0.001,-0.013,-0.008,-0.009,-0.006,-0.009,-0.012,-0.016,-0.008,-0.008,-0.01,-0.012,-0.012,-0.009,-0.009,0.004,-0.015,-0.013
602,0.005,-0.006,-0.01,-0.011,-0.011,-0.01,-0.005,-0.011,-0.011,-0.012,-0.008,-0.008,0.001,-0.01,-0.007,-0.008,-0.007,-0.009,-0.01,-0.011,-0.006,-0.008,-0.009,-0.009,-0.01,-0.008,-0.009,-0.001,-0.013,-0.011
603,0,-0.009,-0.012,-0.007,-0.006,-0.011,-0.005,-0.007,-0.011,-0.01,-0.01,-0.011,-0.002,-0.008,-0.004,-0.01,-0.01,-0.01,-0.008,-0.01,-0.007,-0.009,-0.009,-0.007,-0.008,-0.01,-0.009,-0.006,-0.011,-0.009
604,-0.007,-0.011,-0.015,-0.007,-0.005,-0.014,-0.008,-0.006,-0.013,-0.009,-0.012,-0.014,-0.004,-0.008,-0.003,-0.014,-0.014,-0.011,-0.008,-0.011,-0.011,-0.012,-0.012,-0.008,-0.008,-0.013,-0.011,-0.008,-0.01,-0.009
605,-0.009,-0.012,-0.016,-0.009,-0.007,-0.015,-0.009,-0.007,-0.013,-0.01,-0.013,-0.014,-0.008,-0.007,-0.005,-0.014,-0.016,-0.012,-0.009,-0.014,-0.012,-0.012,-0.014,-0.008,-0.008,-0.015,-0.011,-0.006,-0.01,-0.01
606,-0.006,-0.011,-0.013,-0.012,-0.01,-0.014,-0.008,-0.01,-0.013,-0.011,-0.011,-0.011,-0.007,-0.009,-0.008,-0.013,-0.014,-0.012,-0.011,-0.017,-0.011,-0.011,-0.013,-0.009,-0.01,-0.013,-0.01,-0.004,-0.011,-0.011
607,0.003,-0.008,-0.01,-0.012,-0.01,-0.01,-0.006,-0.011,-0.011,-0.011,-0.007,-0.007,0.001,-0.01,-0.01,-0.01,-0.007,-0.009,-0.011,-0.018,-0.007,-0.008,-0.01,-0.008,-0.011,-0.009,-0.006,-0.001,-0.011,-0.012
608,0.009,-0.007,-0.01,-0.011,-0.008,-0.008,-0.007,-0.012,-0.01,-0.012,-0.006,-0.005,0.006,-0.011,-0.01,-0.009,-0.003,-0.008,-0.012,-0.019,-0.007,-0.007,-0.009,-0.008,-0.012,-0.008,-0.006,-0.003,-0.012,-0.013
609,0.012,-0.007,-0.01,-0.009,-0.007,-0.008,-0.008,-0.008,-0.009,-0.011,-0.006,-0.006,0.009,-0.011,-0.009,-0.008,-0.002,-0.006,-0.01,-0.017,-0.006,-0.007,-0.009,-0.007,-0.01,-0.008,-0.006,-0.002,-0.012,-0.012
610,0.008,-0.01,-0.012,-0.008,-0.009,-0.011,-0.01,-0.008,-0.012,-0.014,-0.009,-0.01,0.008,-0.012,-0.011,-0.01,-0.006,-0.009,-0.01,-0.019,-0.009,-0.009,-0.011,-0.009,-0.012,-0.011,-0.009,0.001,-0.014,-0.012
611,0.004,-0.012,-0.012,-0.011,-0.012,-0.013,-0.011,-0.011,-0.015,-0.015,-0.012,-0.014,0.009,-0.014,-0.013,-0.012,-0.007,-0.012,-0.013,-0.018,-0.011,-0.011,-0.013,-0.011,-0.015,-0.013,-0.01,0.003,-0.017,-0.015
612,0.006,-0.008,-0.008,-0.009,-0.011,-0.01,-0.008,-0.01,-0.013,-0.011,-0.009,-0.011,0.01,-0.011,-0.01,-0.01,-0.006,-0.011,-0.011,-0.012,-0.008,-0.007,-0.01,-0.008,-0.012,-0.01,-0.007,0.004,-0.014,-0.013
613,0.007,-0.003,-0.006,-0.005,-0.008,-0.004,-0.001,-0.006,-0.009,-0.006,-0.005,-0.006,0.012,-0.006,-0.007,-0.006,-0.007,-0.007,-0.006,-0.003,-0.003,-0.006,-0.006,-0.004,-0.005,-0.006,-0.004,0.004,-0.008,-0.008
614,0.006,-0.002,-0.007,-0.006,-0.008,-0.005,0.002,-0.005,-0.008,-0.006,-0.005,-0.005,0.01,-0.006,-0.007,-0.005,-0.01,-0.006,-0.006,-0.003,-0.003,-0.006,-0.006,-0.003,-0.005,-0.005,-0.004,0.005,-0.007,-0.008
615,0.004,-0.008,-0.011,-0.01,-0.01,-0.011,-0.003,-0.009,-0.011,-0.01,-0.009,-0.009,0.008,-0.009,-0.011,-0.009,-0.012,-0.01,-0.01,-0.01,-0.008,-0.009,-0.009,-0.007,-0.011,-0.009,-0.007,0.002,-0.009,-0.012
616,0.002,-0.01,-0.013,-0.01,-0.011,-0.011,-0.006,-0.011,-0.013,-0.011,-0.01,-0.01,0.007,-0.01,-0.012,-0.011,-0.011,-0.012,-0.012,-0.014,-0.009,-0.009,-0.01,-0.007,-0.013,-0.01,-0.007,-0.005,-0.01,-0.014
617,0.003,-0.008,-0.012,-0.007,-0.008,-0.011,-0.007,-0.008,-0.012,-0.008,-0.009,-0.008,0.007,-0.007,-0.008,-0.01,-0.009,-0.01,-0.008,-0.011,-0.008,-0.008,-0.01,-0.005,-0.009,-0.01,-0.007,-0.009,-0.009,-0.011
618,0.003,-0.008,-0.012,-0.007,-0.009,-0.011,-0.008,-0.007,-0.011,-0.009,-0.009,-0.007,0.001,-0.008,-0.006,-0.009,-0.01,-0.01,-0.008,-0.01,-0.008,-0.008,-0.011,-0.005,-0.008,-0.01,-0.008,-0.01,-0.01,-0.01
619,0.007,-0.006,-0.009,-0.005,-0.008,-0.01,-0.006,-0.005,-0.009,-0.008,-0.007,-0.005,0.003,-0.007,-0.005,-0.007,-0.008,-0.007,-0.007,-0.006,-0.005,-0.004,-0.008,-0.004,-0.007,-0.007,-0.006,-0.007,-0.007,-0.009
620,0.007,-0.004,-0.006,-0.003,-0.008,-0.006,-0.001,-0.003,-0.006,-0.007,-0.004,-0.003,0.007,-0.006,-0.003,-0.005,-0.006,-0.004,-0.006,-0.004,-0.003,-0.001,-0.003,-0.004,-0.005,-0.005,-0.002,-0.003,-0.006,-0.007
621,0.009,0,-0.003,0.001,-0.005,-0.003,0.002,0.001,-0.003,-0.003,-0.001,0.001,0.015,-0.002,0.002,-0.003,-0.005,0,-0.001,-0.001,0,0.001,-0.001,0.001,-0.002,0,0.002,0.004,-0.003,-0.003
622,0.008,-0.002,-0.005,-0.002,-0.008,-0.004,-0.001,-0.002,-0.005,-0.005,-0.004,-0.002,0.011,-0.003,-0.001,-0.005,-0.005,-0.003,-0.001,-0.004,-0.001,-0.001,-0.004,-0.001,-0.003,-0.003,-0.001,0.004,-0.004,-0.005
623,0.005,-0.007,-0.008,-0.008,-0.014,-0.01,-0.005,-0.008,-0.01,-0.011,-0.008,-0.007,0.005,-0.008,-0.009,-0.009,-0.005,-0.008,-0.007,-0.009,-0.006,-0.007,-0.009,-0.006,-0.008,-0.008,-0.005,0.003,-0.01,-0.01
624,0.002,-0.009,-0.009,-0.011,-0.015,-0.011,-0.004,-0.01,-0.012,-0.012,-0.008,-0.009,0.001,-0.01,-0.013,-0.011,-0.005,-0.009,-0.01,-0.013,-0.007,-0.01,-0.009,-0.009,-0.011,-0.01,-0.006,0,-0.012,-0.012
625,-0.001,-0.008,-0.009,-0.011,-0.012,-0.01,-0.002,-0.009,-0.011,-0.011,-0.007,-0.008,0.003,-0.009,-0.011,-0.01,-0.006,-0.008,-0.011,-0.012,-0.006,-0.009,-0.009,-0.008,-0.011,-0.009,-0.005,-0.005,-0.012,-0.012
626,0.003,-0.007,-0.008,-0.008,-0.007,-0.009,-0.002,-0.006,-0.009,-0.008,-0.006,-0.005,0.006,-0.006,-0.007,-0.008,-0.007,-0.007,-0.009,-0.009,-0.004,-0.006,-0.007,-0.005,-0.009,-0.007,-0.005,-0.009,-0.01,-0.011
627,0.003,-0.009,-0.01,-0.008,-0.007,-0.011,-0.005,-0.008,-0.011,-0.011,-0.009,-0.008,0.01,-0.007,-0.01,-0.009,-0.011,-0.009,-0.01,-0.01,-0.005,-0.008,-0.01,-0.006,-0.009,-0.008,-0.007,-0.011,-0.01,-0.012
628,0.002,-0.01,-0.013,-0.008,-0.006,-0.012,-0.007,-0.008,-0.013,-0.012,-0.01,-0.01,0.012,-0.009,-0.012,-0.01,-0.013,-0.01,-0.009,-0.009,-0.006,-0.01,-0.012,-0.007,-0.008,-0.01,-0.009,-0.008,-0.011,-0.012
629,0.002,-0.007,-0.012,-0.007,-0.006,-0.01,-0.006,-0.008,-0.011,-0.01,-0.008,-0.01,0.012,-0.008,-0.011,-0.01,-0.012,-0.009,-0.006,-0.009,-0.007,-0.008,-0.011,-0.007,-0.006,-0.009,-0.008,-0.006,-0.009,-0.008
630,0.006,-0.004,-0.007,-0.004,-0.003,-0.005,-0.002,-0.004,-0.007,-0.006,-0.005,-0.006,0.012,-0.004,-0.005,-0.007,-0.005,-0.004,-0.004,-0.007,-0.004,-0.003,-0.007,-0.003,-0.004,-0.004,-0.004,-0.001,-0.006,-0.005
631,0.01,-0.004,-0.004,-0.004,-0.005,-0.005,-0.001,-0.004,-0.006,-0.005,-0.005,-0.004,0.013,-0.003,-0.003,-0.007,-0.002,-0.003,-0.002,-0.006,-0.003,-0.002,-0.005,-0.003,-0.004,-0.004,-0.003,0.004,-0.005,-0.006
632,0.011,-0.005,-0.007,-0.007,-0.009,-0.007,0.001,-0.007,-0.009,-0.008,-0.006,-0.005,0.008,-0.007,-0.004,-0.007,-0.005,-0.004,-0.006,-0.01,-0.004,-0.004,-0.006,-0.005,-0.009,-0.005,-0.003,0.006,-0.008,-0.01
633,0.012,-0.006,-0.01,-0.01,-0.012,-0.008,0,-0.01,-0.01,-0.011,-0.007,-0.005,0.006,-0.012,-0.008,-0.007,-0.009,-0.006,-0.01,-0.014,-0.004,-0.006,-0.007,-0.009,-0.014,-0.007,-0.004,0.004,-0.012,-0.013
634,0.015,-0.003,-0.009,-0.008,-0.008,-0.004,-0.001,-0.009,-0.007,-0.009,-0.004,-0.002,0.008,-0.01,-0.007,-0.005,-0.005,-0.003,-0.01,-0.013,-0.002,-0.002,-0.004,-0.008,-0.012,-0.004,-0.001,0.002,-0.011,-0.011
635,0.018,0,-0.003,-0.003,-0.002,-0.001,-0.003,-0.004,-0.004,-0.003,-0.001,0.001,0.011,-0.004,-0.002,-0.003,0,0.001,-0.005,-0.006,0.001,0.002,-0.001,-0.003,-0.005,-0.001,0.002,0.003,-0.006,-0.006
636,0.02,0.001,0.001,0.001,0,-0.001,-0.003,0,-0.001,0.002,0.001,0.002,0.014,0.001,0.002,-0.001,0,0.002,-0.001,-0.001,0.002,0.003,0.001,0.001,0.001,0,0.005,0.005,-0.002,-0.003
637,0.017,0,0,0.002,0,-0.001,-0.001,0.002,0.001,0.001,0.001,0.002,0.016,0.002,0.003,-0.001,-0.001,0.002,0.001,-0.001,0.003,0.002,0.002,0.003,0.003,0,0.004,0.006,-0.001,-0.001
638,0.013,0,-0.002,0.002,0,0,0.001,0.002,0,-0.001,0.001,0,0.016,0.001,0.001,0,0.002,0.001,0.001,-0.004,0.004,0.001,0.003,0.002,0.001,-0.001,0.004,0.005,-0.003,-0.002
639,0.008,-0.001,-0.004,0.001,0.002,-0.003,0.002,0.002,-0.002,-0.003,0,-0.002,0.007,-0.001,-0.001,-0.002,0.003,-0.001,0,-0.008,0.002,-0.001,0,0.001,-0.001,-0.004,0.003,0.002,-0.004,-0.004
640,0.009,0,-0.004,0.002,0.003,-0.004,0.004,0.003,-0.002,0,0.001,0,0.002,0.001,0.001,-0.001,0.004,-0.001,0.002,-0.006,0.001,-0.001,-0.001,0.002,0.001,-0.003,0.003,0.005,-0.002,-0.002
641,0.011,0.003,0,0.006,0.005,0,0.008,0.005,0.002,0.004,0.002,0.004,0.006,0.006,0.006,0.002,0.003,0.002,0.005,-0.003,0.005,0.003,0.001,0.007,0.006,0.002,0.003,0.008,0.002,0.003
642,0.012,0.003,0,0.005,0.003,0,0.006,0.004,0,0.003,0.001,0.003,0.009,0.005,0.004,0,0.001,0.001,0.004,-0.004,0.004,0.003,0.001,0.006,0.004,0.002,0.003,0.006,0.001,0.002
643,0.012,-0.001,-0.003,0,-0.001,-0.004,0,0,-0.005,-0.003,-0.003,0,0.013,-0.002,-0.001,-0.005,-0.003,-0.003,-0.001,-0.009,0,-0.001,-0.003,0.001,-0.002,-0.002,0.001,-0.003,-0.004,-0.003
644,0.015,-0.005,-0.006,-0.004,-0.005,-0.008,-0.005,-0.003,-0.009,-0.006,-0.005,-0.001,0.009,-0.007,-0.004,-0.008,-0.006,-0.006,-0.004,-0.015,-0.003,-0.004,-0.007,-0.003,-0.006,-0.005,-0.002,-0.008,-0.007,-0.006
645,0.016,-0.005,-0.006,-0.004,-0.004,-0.007,-0.005,-0.004,-0.007,-0.007,-0.005,0,0.005,-0.008,-0.004,-0.008,-0.007,-0.006,-0.004,-0.017,-0.004,-0.004,-0.007,-0.004,-0.006,-0.006,-0.003,-0.008,-0.008,-0.007
646,0.014,-0.005,-0.007,-0.005,-0.005,-0.006,-0.003,-0.004,-0.007,-0.007,-0.005,0,-0.004,-0.007,-0.005,-0.006,-0.007,-0.005,-0.005,-0.018,-0.004,-0.005,-0.007,-0.004,-0.006,-0.006,-0.004,-0.006,-0.009,-0.008
647,0.012,-0.006,-0.008,-0.005,-0.006,-0.008,-0.001,-0.005,-0.007,-0.008,-0.006,-0.002,-0.004,-0.006,-0.007,-0.006,-0.006,-0.006,-0.005,-0.017,-0.005,-0.005,-0.007,-0.004,-0.008,-0.007,-0.005,-0.004,-0.01,-0.009
648,0.014,-0.005,-0.006,-0.003,-0.006,-0.007,-0.001,-0.003,-0.006,-0.007,-0.005,-0.003,0.006,-0.003,-0.005,-0.005,-0.005,-0.006,-0.004,-0.011,-0.004,-0.005,-0.006,-0.003,-0.005,-0.006,-0.004,-0.001,-0.008,-0.006
649,0.016,-0.001,-0.002,0,-0.002,-0.003,-0.001,0.001,-0.003,-0.003,-0.002,-0.002,0.015,0,0,-0.002,-0.001,-0.002,0,-0.004,0,-0.001,-0.003,0,0,-0.002,0,0.004,-0.003,-0.002
650,0.013,-0.001,-0.003,0.002,0.001,-0.001,0,0.002,-0.003,0,-0.001,-0.001,0.017,0,0.004,-0.001,0.001,0,0.002,0.002,0.001,0,-0.001,0.001,0.001,0,0,0.001,-0.001,-0.001
651,0.01,-0.003,-0.006,0,0.004,-0.004,-0.002,0,-0.006,-0.002,-0.003,-0.003,0.01,-0.001,0.003,-0.002,-0.003,-0.002,0.002,0,-0.002,-0.001,-0.003,0.001,-0.001,-0.002,-0.003,-0.008,-0.002,-0.003
652,0.01,-0.005,-0.007,-0.002,0.003,-0.007,-0.003,-0.001,-0.009,-0.004,-0.005,-0.003,0.011,-0.004,0.001,-0.005,-0.007,-0.005,-0.001,-0.005,-0.005,-0.002,-0.006,0,-0.002,-0.005,-0.004,-0.011,-0.004,-0.003
653,0.013,-0.006,-0.007,-0.004,0,-0.007,-0.004,-0.004,-0.008,-0.005,-0.005,-0.002,0.009,-0.006,-0.003,-0.006,-0.008,-0.006,-0.004,-0.009,-0.005,-0.003,-0.007,-0.002,-0.004,-0.005,-0.003,-0.011,-0.005,-0.005
654,0.012,-0.005,-0.005,-0.003,-0.001,-0.005,-0.003,-0.004,-0.007,-0.004,-0.004,-0.002,0.013,-0.005,-0.003,-0.005,-0.005,-0.003,-0.004,-0.01,-0.003,-0.002,-0.007,-0.002,-0.004,-0.005,-0.002,-0.008,-0.004,-0.004
655,0.007,-0.005,-0.007,-0.002,-0.001,-0.005,-0.003,-0.002,-0.007,-0.003,-0.005,-0.004,0.008,-0.004,-0.003,-0.005,-0.005,-0.003,-0.003,-0.007,-0.003,-0.005,-0.007,-0.001,-0.003,-0.006,-0.003,-0.008,-0.004,-0.004
656,0.005,-0.005,-0.007,-0.003,-0.002,-0.006,-0.004,-0.002,-0.008,-0.003,-0.005,-0.004,0.006,-0.003,-0.003,-0.006,-0.005,-0.004,-0.003,-0.007,-0.003,-0.005,-0.007,-0.001,-0.004,-0.006,-0.003,-0.004,-0.003,-0.004
657,0.003,-0.007,-0.008,-0.006,-0.005,-0.007,-0.004,-0.005,-0.009,-0.006,-0.006,-0.005,0.007,-0.007,-0.005,-0.008,-0.006,-0.006,-0.006,-0.008,-0.004,-0.006,-0.008,-0.005,-0.006,-0.006,-0.004,-0.002,-0.007,-0.006
658,0.003,-0.007,-0.009,-0.008,-0.007,-0.008,-0.003,-0.008,-0.01,-0.01,-0.007,-0.008,0.008,-0.008,-0.007,-0.007,-0.007,-0.007,-0.009,-0.009,-0.005,-0.006,-0.008,-0.007,-0.008,-0.007,-0.005,-0.003,-0.01,-0.008
659,0,-0.007,-0.01,-0.007,-0.007,-0.009,0.001,-0.007,-0.01,-0.01,-0.008,-0.009,0.005,-0.008,-0.007,-0.008,-0.01,-0.008,-0.009,-0.009,-0.005,-0.007,-0.009,-0.006,-0.008,-0.007,-0.006,0.001,-0.01,-0.008
660,-0.002,-0.007,-0.011,-0.007,-0.009,-0.01,0.004,-0.007,-0.011,-0.009,-0.008,-0.009,0.002,-0.008,-0.009,-0.008,-0.012,-0.009,-0.008,-0.01,-0.005,-0.007,-0.009,-0.005,-0.008,-0.007,-0.006,0.005,-0.01,-0.009
661,-0.005,-0.006,-0.009,-0.008,-0.008,-0.01,0.005,-0.007,-0.01,-0.009,-0.006,-0.008,0.008,-0.009,-0.01,-0.009,-0.011,-0.008,-0.008,-0.012,-0.005,-0.006,-0.008,-0.005,-0.008,-0.007,-0.006,0.006,-0.01,-0.012
662,-0.005,-0.007,-0.011,-0.01,-0.008,-0.011,0,-0.01,-0.011,-0.01,-0.007,-0.008,0.009,-0.011,-0.011,-0.01,-0.012,-0.008,-0.01,-0.014,-0.007,-0.006,-0.01,-0.008,-0.01,-0.008,-0.007,-0.007,-0.011,-0.015
663,-0.004,-0.008,-0.011,-0.01,-0.007,-0.011,-0.003,-0.011,-0.012,-0.01,-0.009,-0.008,0.005,-0.01,-0.01,-0.01,-0.01,-0.008,-0.011,-0.016,-0.008,-0.007,-0.011,-0.009,-0.011,-0.008,-0.008,-0.018,-0.011,-0.014
664,-0.003,-0.007,-0.011,-0.01,-0.009,-0.01,-0.004,-0.01,-0.012,-0.01,-0.01,-0.007,0.001,-0.01,-0.009,-0.008,-0.008,-0.008,-0.01,-0.017,-0.007,-0.008,-0.011,-0.01,-0.011,-0.008,-0.007,-0.027,-0.011,-0.012
665,-0.001,-0.004,-0.007,-0.006,-0.007,-0.006,-0.001,-0.007,-0.008,-0.006,-0.006,-0.004,0.006,-0.006,-0.005,-0.004,-0.005,-0.004,-0.005,-0.013,-0.003,-0.005,-0.007,-0.005,-0.007,-0.006,-0.003,-0.021,-0.007,-0.008
666,0.004,-0.001,-0.004,-0.002,-0.002,-0.003,0,-0.004,-0.004,-0.006,-0.002,0,0.011,-0.004,-0.003,-0.001,-0.002,-0.001,-0.002,-0.01,0.001,-0.002,-0.003,-0.001,-0.003,-0.002,0.001,-0.01,-0.004,-0.005
667,0.01,-0.003,-0.007,-0.004,-0.001,-0.003,-0.003,-0.005,-0.005,-0.008,-0.002,-0.001,0.007,-0.005,-0.005,-0.003,-0.005,-0.003,-0.003,-0.01,-0.001,-0.003,-0.004,-0.001,-0.005,-0.003,-0.001,-0.006,-0.005,-0.008
668,0.012,-0.005,-0.009,-0.007,-0.003,-0.006,-0.005,-0.006,-0.006,-0.009,-0.004,-0.003,-0.001,-0.007,-0.008,-0.006,-0.009,-0.006,-0.007,-0.011,-0.003,-0.006,-0.006,-0.005,-0.007,-0.004,-0.004,-0.01,-0.008,-0.01
669,0.008,-0.004,-0.008,-0.006,-0.003,-0.006,-0.002,-0.004,-0.007,-0.007,-0.005,-0.003,-0.007,-0.006,-0.009,-0.005,-0.012,-0.006,-0.006,-0.009,-0.005,-0.006,-0.006,-0.003,-0.006,-0.005,-0.003,-0.014,-0.007,-0.008
670,0.002,-0.002,-0.004,-0.003,-0.001,-0.003,0.003,-0.002,-0.004,-0.004,-0.004,-0.001,0,-0.003,-0.006,-0.003,-0.01,-0.002,-0.004,-0.005,-0.002,-0.003,-0.004,-0.002,-0.004,-0.001,0,-0.005,-0.005,-0.006
671,0.002,-0.002,-0.004,-0.004,-0.001,-0.002,0.003,-0.004,-0.005,-0.006,-0.003,0,0.003,-0.005,-0.008,-0.003,-0.009,-0.003,-0.004,-0.004,-0.002,-0.002,-0.004,-0.004,-0.006,-0.001,0,0.001,-0.006,-0.007
672,0.006,-0.005,-0.008,-0.008,-0.003,-0.004,0.001,-0.008,-0.007,-0.009,-0.004,-0.001,-0.001,-0.008,-0.009,-0.005,-0.008,-0.004,-0.007,-0.008,-0.005,-0.004,-0.004,-0.007,-0.01,-0.004,-0.003,-0.002,-0.008,-0.01
673,0.009,-0.009,-0.011,-0.011,-0.007,-0.007,-0.001,-0.011,-0.011,-0.012,-0.007,-0.003,-0.002,-0.012,-0.01,-0.008,-0.01,-0.008,-0.01,-0.011,-0.007,-0.008,-0.006,-0.008,-0.013,-0.007,-0.005,-0.009,-0.011,-0.013
