,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
498,-0.012,-0.01,-0.009,-0.009,-0.003,-0.005,-0.007,-0.009,-0.004,-0.006,-0.008,-0.007,-0.005,-0.004,-0.008,-0.01,-0.007,-0.009,-0.005,-0.009,-0.005,-0.012,-0.008,-0.006,-0.007,-0.009,-0.008,-0.01,-0.007,-0.009,-0.016,-0.009,-0.009,-0.009,-0.014,-0.009,-0.009,-0.01,-0.01,-0.009,-0.008,-0.007,-0.009,-0.006,-0.008,-0.002,-0.009,-0.005,-0.011,-0.006,-0.006,-0.009,-0.01,-0.006,-0.011,-0.01,-0.009
499,-0.012,-0.01,-0.01,-0.012,-0.006,-0.008,-0.009,-0.01,-0.006,-0.008,-0.01,-0.01,-0.006,-0.007,-0.009,-0.013,-0.011,-0.012,-0.008,-0.012,-0.005,-0.016,-0.011,-0.007,-0.008,-0.011,-0.009,-0.013,-0.008,-0.011,-0.016,-0.011,-0.012,-0.011,-0.014,-0.009,-0.012,-0.011,-0.012,-0.011,-0.008,-0.008,-0.013,-0.008,-0.01,-0.004,-0.01,-0.006,-0.012,-0.008,-0.008,-0.011,-0.01,-0.007,-0.012,-0.01,-0.009
500,-0.013,-0.011,-0.011,-0.014,-0.008,-0.01,-0.011,-0.01,-0.008,-0.009,-0.011,-0.013,-0.008,-0.008,-0.01,-0.015,-0.014,-0.014,-0.01,-0.013,-0.007,-0.019,-0.012,-0.008,-0.01,-0.011,-0.01,-0.014,-0.009,-0.012,-0.017,-0.012,-0.013,-0.011,-0.014,-0.01,-0.014,-0.012,-0.014,-0.013,-0.009,-0.009,-0.014,-0.01,-0.012,-0.005,-0.01,-0.006,-0.012,-0.008,-0.007,-0.011,-0.011,-0.009,-0.012,-0.01,-0.01
501,-0.012,-0.01,-0.009,-0.011,-0.007,-0.009,-0.008,-0.009,-0.005,-0.007,-0.009,-0.012,-0.008,-0.006,-0.008,-0.014,-0.015,-0.014,-0.009,-0.013,-0.006,-0.015,-0.013,-0.008,-0.009,-0.01,-0.01,-0.012,-0.008,-0.012,-0.017,-0.013,-0.012,-0.009,-0.013,-0.009,-0.013,-0.012,-0.014,-0.013,-0.009,-0.007,-0.011,-0.009,-0.012,-0.005,-0.01,-0.005,-0.012,-0.006,-0.006,-0.009,-0.01,-0.007,-0.01,-0.009,-0.009
502,-0.01,-0.009,-0.007,-0.009,-0.005,-0.007,-0.006,-0.008,-0.003,-0.006,-0.008,-0.011,-0.007,-0.005,-0.008,-0.012,-0.015,-0.015,-0.009,-0.012,-0.007,-0.011,-0.013,-0.008,-0.009,-0.009,-0.01,-0.012,-0.008,-0.013,-0.018,-0.014,-0.011,-0.009,-0.012,-0.009,-0.012,-0.012,-0.014,-0.013,-0.009,-0.007,-0.01,-0.01,-0.013,-0.007,-0.01,-0.006,-0.013,-0.007,-0.005,-0.01,-0.011,-0.004,-0.008,-0.009,-0.009
503,-0.009,-0.009,-0.006,-0.008,-0.002,-0.004,-0.005,-0.007,-0.001,-0.005,-0.007,-0.009,-0.006,-0.004,-0.006,-0.011,-0.013,-0.014,-0.008,-0.01,-0.005,-0.01,-0.011,-0.005,-0.008,-0.008,-0.008,-0.01,-0.006,-0.01,-0.018,-0.01,-0.009,-0.009,-0.008,-0.006,-0.011,-0.009,-0.012,-0.011,-0.007,-0.006,-0.008,-0.008,-0.01,-0.006,-0.007,-0.005,-0.012,-0.006,-0.003,-0.01,-0.011,-0.001,-0.005,-0.008,-0.007
504,-0.01,-0.009,-0.008,-0.009,-0.001,-0.003,-0.006,-0.008,-0.002,-0.006,-0.007,-0.009,-0.005,-0.004,-0.006,-0.011,-0.012,-0.013,-0.008,-0.009,-0.004,-0.011,-0.01,-0.005,-0.007,-0.007,-0.007,-0.008,-0.006,-0.008,-0.018,-0.009,-0.009,-0.009,-0.007,-0.006,-0.011,-0.008,-0.01,-0.009,-0.006,-0.006,-0.008,-0.005,-0.01,-0.004,-0.007,-0.004,-0.01,-0.006,-0.002,-0.009,-0.011,0,-0.004,-0.007,-0.007
505,-0.011,-0.01,-0.01,-0.011,-0.002,-0.005,-0.007,-0.009,-0.004,-0.007,-0.009,-0.01,-0.007,-0.005,-0.007,-0.012,-0.011,-0.011,-0.009,-0.01,-0.005,-0.01,-0.011,-0.006,-0.007,-0.007,-0.007,-0.008,-0.007,-0.008,-0.018,-0.008,-0.01,-0.01,-0.005,-0.007,-0.012,-0.007,-0.01,-0.008,-0.006,-0.007,-0.009,-0.005,-0.009,-0.003,-0.008,-0.004,-0.007,-0.006,-0.004,-0.008,-0.011,-0.001,-0.005,-0.007,-0.008
506,-0.013,-0.011,-0.011,-0.013,-0.003,-0.007,-0.009,-0.009,-0.007,-0.008,-0.01,-0.011,-0.008,-0.007,-0.009,-0.014,-0.012,-0.013,-0.01,-0.012,-0.006,-0.009,-0.012,-0.007,-0.008,-0.008,-0.008,-0.01,-0.008,-0.01,-0.017,-0.01,-0.012,-0.011,-0.007,-0.008,-0.014,-0.009,-0.011,-0.009,-0.008,-0.008,-0.011,-0.006,-0.009,-0.002,-0.009,-0.005,-0.009,-0.008,-0.006,-0.009,-0.011,-0.003,-0.006,-0.009,-0.009
507,-0.016,-0.014,-0.013,-0.015,-0.005,-0.008,-0.012,-0.01,-0.011,-0.011,-0.012,-0.012,-0.009,-0.009,-0.011,-0.014,-0.014,-0.015,-0.011,-0.013,-0.009,-0.01,-0.014,-0.009,-0.009,-0.01,-0.01,-0.013,-0.01,-0.013,-0.019,-0.013,-0.013,-0.015,-0.01,-0.011,-0.015,-0.012,-0.014,-0.012,-0.011,-0.011,-0.014,-0.009,-0.011,-0.002,-0.011,-0.007,-0.011,-0.009,-0.008,-0.011,-0.012,-0.005,-0.008,-0.011,-0.011
508,-0.019,-0.017,-0.015,-0.017,-0.008,-0.011,-0.014,-0.012,-0.012,-0.014,-0.014,-0.013,-0.011,-0.013,-0.012,-0.017,-0.016,-0.017,-0.012,-0.015,-0.01,-0.015,-0.015,-0.011,-0.011,-0.011,-0.012,-0.015,-0.011,-0.014,-0.02,-0.014,-0.014,-0.017,-0.011,-0.012,-0.016,-0.012,-0.015,-0.015,-0.012,-0.014,-0.017,-0.011,-0.014,-0.001,-0.012,-0.007,-0.014,-0.009,-0.01,-0.012,-0.013,-0.007,-0.01,-0.013,-0.012
509,-0.018,-0.017,-0.018,-0.017,-0.011,-0.013,-0.013,-0.014,-0.011,-0.014,-0.015,-0.015,-0.012,-0.013,-0.012,-0.018,-0.017,-0.019,-0.014,-0.016,-0.011,-0.02,-0.017,-0.011,-0.012,-0.012,-0.013,-0.016,-0.012,-0.015,-0.022,-0.015,-0.015,-0.017,-0.011,-0.012,-0.017,-0.013,-0.016,-0.015,-0.012,-0.014,-0.017,-0.011,-0.015,-0.004,-0.012,-0.007,-0.015,-0.009,-0.01,-0.012,-0.013,-0.008,-0.011,-0.013,-0.012
510,-0.015,-0.014,-0.018,-0.014,-0.012,-0.015,-0.011,-0.014,-0.009,-0.012,-0.016,-0.016,-0.013,-0.012,-0.012,-0.019,-0.018,-0.02,-0.016,-0.017,-0.01,-0.023,-0.019,-0.011,-0.013,-0.013,-0.013,-0.017,-0.011,-0.016,-0.023,-0.017,-0.016,-0.015,-0.011,-0.011,-0.018,-0.013,-0.016,-0.016,-0.011,-0.012,-0.016,-0.012,-0.016,-0.006,-0.012,-0.008,-0.016,-0.01,-0.01,-0.012,-0.015,-0.008,-0.012,-0.012,-0.012
511,-0.013,-0.012,-0.016,-0.013,-0.013,-0.015,-0.01,-0.013,-0.008,-0.012,-0.016,-0.017,-0.013,-0.012,-0.013,-0.019,-0.018,-0.02,-0.016,-0.018,-0.011,-0.022,-0.019,-0.011,-0.013,-0.014,-0.014,-0.017,-0.011,-0.017,-0.025,-0.018,-0.016,-0.015,-0.011,-0.012,-0.018,-0.014,-0.017,-0.016,-0.011,-0.013,-0.016,-0.013,-0.016,-0.008,-0.012,-0.008,-0.015,-0.011,-0.011,-0.014,-0.016,-0.008,-0.013,-0.013,-0.013
512,-0.013,-0.011,-0.014,-0.012,-0.011,-0.014,-0.01,-0.012,-0.008,-0.012,-0.016,-0.017,-0.013,-0.011,-0.013,-0.018,-0.018,-0.019,-0.016,-0.018,-0.01,-0.019,-0.02,-0.011,-0.013,-0.014,-0.014,-0.017,-0.012,-0.017,-0.023,-0.018,-0.016,-0.016,-0.012,-0.012,-0.019,-0.014,-0.017,-0.016,-0.012,-0.014,-0.018,-0.013,-0.016,-0.009,-0.013,-0.011,-0.015,-0.013,-0.012,-0.016,-0.016,-0.008,-0.013,-0.013,-0.013
513,-0.013,-0.011,-0.012,-0.011,-0.009,-0.013,-0.009,-0.011,-0.007,-0.011,-0.015,-0.015,-0.012,-0.01,-0.012,-0.017,-0.016,-0.017,-0.014,-0.016,-0.009,-0.015,-0.018,-0.01,-0.012,-0.014,-0.012,-0.015,-0.012,-0.015,-0.019,-0.015,-0.014,-0.015,-0.011,-0.012,-0.017,-0.013,-0.015,-0.015,-0.012,-0.013,-0.017,-0.011,-0.014,-0.009,-0.011,-0.01,-0.013,-0.012,-0.01,-0.016,-0.014,-0.007,-0.012,-0.012,-0.012
514,-0.012,-0.01,-0.011,-0.011,-0.007,-0.01,-0.007,-0.01,-0.006,-0.009,-0.012,-0.013,-0.011,-0.008,-0.01,-0.015,-0.014,-0.015,-0.011,-0.013,-0.008,-0.014,-0.014,-0.009,-0.01,-0.012,-0.009,-0.012,-0.01,-0.012,-0.016,-0.01,-0.011,-0.011,-0.01,-0.009,-0.013,-0.011,-0.013,-0.011,-0.01,-0.01,-0.013,-0.007,-0.01,-0.008,-0.009,-0.008,-0.014,-0.01,-0.007,-0.014,-0.012,-0.006,-0.01,-0.009,-0.009
515,-0.01,-0.007,-0.009,-0.01,-0.006,-0.008,-0.005,-0.006,-0.003,-0.006,-0.01,-0.011,-0.01,-0.005,-0.009,-0.012,-0.013,-0.014,-0.008,-0.011,-0.007,-0.013,-0.011,-0.007,-0.009,-0.01,-0.008,-0.011,-0.008,-0.01,-0.017,-0.008,-0.007,-0.007,-0.009,-0.007,-0.01,-0.01,-0.01,-0.008,-0.007,-0.005,-0.007,-0.004,-0.007,-0.004,-0.008,-0.007,-0.016,-0.009,-0.004,-0.013,-0.013,-0.004,-0.008,-0.006,-0.007
516,-0.007,-0.005,-0.007,-0.008,-0.004,-0.005,-0.003,-0.004,-0.001,-0.003,-0.006,-0.009,-0.007,-0.003,-0.009,-0.009,-0.012,-0.013,-0.006,-0.008,-0.007,-0.011,-0.009,-0.007,-0.008,-0.01,-0.008,-0.01,-0.007,-0.01,-0.018,-0.008,-0.007,-0.006,-0.011,-0.007,-0.008,-0.009,-0.01,-0.006,-0.007,-0.002,-0.005,-0.003,-0.006,0,-0.007,-0.006,-0.016,-0.008,-0.002,-0.012,-0.011,-0.005,-0.007,-0.006,-0.006
517,-0.009,-0.007,-0.006,-0.008,-0.004,-0.005,-0.004,-0.005,-0.002,-0.005,-0.006,-0.01,-0.007,-0.005,-0.01,-0.01,-0.013,-0.012,-0.006,-0.008,-0.008,-0.011,-0.011,-0.008,-0.01,-0.011,-0.011,-0.012,-0.01,-0.011,-0.018,-0.011,-0.009,-0.008,-0.015,-0.01,-0.008,-0.011,-0.012,-0.009,-0.008,-0.004,-0.007,-0.006,-0.01,-0.001,-0.01,-0.006,-0.014,-0.008,-0.004,-0.011,-0.011,-0.006,-0.01,-0.009,-0.008
518,-0.013,-0.01,-0.006,-0.01,-0.006,-0.009,-0.007,-0.009,-0.007,-0.009,-0.01,-0.014,-0.011,-0.009,-0.014,-0.014,-0.016,-0.015,-0.01,-0.012,-0.012,-0.012,-0.015,-0.012,-0.014,-0.014,-0.015,-0.016,-0.014,-0.015,-0.017,-0.016,-0.013,-0.014,-0.018,-0.013,-0.012,-0.014,-0.016,-0.015,-0.012,-0.01,-0.013,-0.012,-0.015,-0.004,-0.014,-0.008,-0.015,-0.009,-0.01,-0.013,-0.013,-0.011,-0.015,-0.014,-0.013
519,-0.013,-0.012,-0.008,-0.012,-0.009,-0.012,-0.009,-0.011,-0.009,-0.011,-0.012,-0.017,-0.012,-0.01,-0.015,-0.016,-0.019,-0.018,-0.013,-0.014,-0.012,-0.011,-0.017,-0.013,-0.014,-0.015,-0.015,-0.018,-0.014,-0.018,-0.015,-0.018,-0.014,-0.015,-0.017,-0.014,-0.013,-0.016,-0.019,-0.018,-0.013,-0.012,-0.014,-0.014,-0.017,-0.008,-0.015,-0.008,-0.016,-0.011,-0.012,-0.015,-0.014,-0.012,-0.016,-0.014,-0.014
520,-0.012,-0.012,-0.009,-0.012,-0.01,-0.013,-0.009,-0.01,-0.009,-0.01,-0.012,-0.017,-0.011,-0.009,-0.013,-0.015,-0.02,-0.019,-0.013,-0.014,-0.01,-0.009,-0.017,-0.011,-0.012,-0.014,-0.013,-0.018,-0.012,-0.018,-0.015,-0.018,-0.012,-0.013,-0.014,-0.012,-0.013,-0.014,-0.018,-0.017,-0.011,-0.01,-0.013,-0.013,-0.016,-0.009,-0.013,-0.009,-0.016,-0.012,-0.011,-0.016,-0.014,-0.01,-0.013,-0.012,-0.012
521,-0.012,-0.013,-0.01,-0.015,-0.01,-0.012,-0.01,-0.011,-0.009,-0.01,-0.012,-0.016,-0.011,-0.009,-0.011,-0.015,-0.019,-0.02,-0.015,-0.014,-0.009,-0.01,-0.017,-0.01,-0.011,-0.013,-0.012,-0.016,-0.012,-0.017,-0.016,-0.016,-0.012,-0.012,-0.014,-0.011,-0.014,-0.013,-0.016,-0.016,-0.011,-0.01,-0.014,-0.012,-0.014,-0.009,-0.012,-0.01,-0.017,-0.013,-0.011,-0.015,-0.014,-0.008,-0.012,-0.011,-0.011
522,-0.015,-0.014,-0.013,-0.016,-0.009,-0.012,-0.011,-0.012,-0.01,-0.011,-0.014,-0.017,-0.012,-0.011,-0.013,-0.018,-0.02,-0.021,-0.016,-0.017,-0.01,-0.014,-0.019,-0.012,-0.013,-0.014,-0.014,-0.016,-0.013,-0.018,-0.019,-0.017,-0.015,-0.015,-0.015,-0.013,-0.017,-0.014,-0.018,-0.017,-0.012,-0.013,-0.017,-0.012,-0.015,-0.009,-0.013,-0.011,-0.018,-0.013,-0.012,-0.015,-0.015,-0.009,-0.013,-0.013,-0.013
523,-0.015,-0.012,-0.015,-0.016,-0.008,-0.011,-0.012,-0.012,-0.01,-0.011,-0.015,-0.017,-0.013,-0.012,-0.015,-0.02,-0.02,-0.021,-0.017,-0.019,-0.012,-0.018,-0.019,-0.013,-0.015,-0.016,-0.015,-0.017,-0.014,-0.017,-0.021,-0.017,-0.018,-0.016,-0.02,-0.015,-0.019,-0.015,-0.017,-0.017,-0.014,-0.014,-0.018,-0.011,-0.014,-0.008,-0.014,-0.011,-0.02,-0.014,-0.012,-0.016,-0.016,-0.01,-0.015,-0.015,-0.015
524,-0.014,-0.011,-0.016,-0.015,-0.008,-0.011,-0.011,-0.012,-0.007,-0.01,-0.015,-0.016,-0.011,-0.011,-0.014,-0.019,-0.018,-0.018,-0.016,-0.018,-0.011,-0.021,-0.018,-0.011,-0.013,-0.014,-0.014,-0.016,-0.012,-0.014,-0.022,-0.016,-0.017,-0.015,-0.02,-0.014,-0.018,-0.016,-0.014,-0.014,-0.013,-0.011,-0.015,-0.009,-0.013,-0.004,-0.012,-0.007,-0.016,-0.011,-0.01,-0.013,-0.012,-0.009,-0.014,-0.013,-0.013
525,-0.013,-0.011,-0.015,-0.013,-0.007,-0.011,-0.01,-0.01,-0.006,-0.009,-0.014,-0.015,-0.01,-0.008,-0.011,-0.017,-0.015,-0.016,-0.014,-0.016,-0.01,-0.019,-0.017,-0.009,-0.01,-0.013,-0.012,-0.014,-0.01,-0.013,-0.021,-0.015,-0.014,-0.012,-0.015,-0.011,-0.017,-0.014,-0.013,-0.012,-0.011,-0.008,-0.013,-0.008,-0.013,-0.001,-0.01,-0.004,-0.013,-0.008,-0.007,-0.01,-0.01,-0.006,-0.012,-0.01,-0.01
526,-0.014,-0.012,-0.014,-0.014,-0.009,-0.012,-0.01,-0.01,-0.007,-0.009,-0.014,-0.014,-0.009,-0.009,-0.011,-0.016,-0.016,-0.017,-0.013,-0.015,-0.009,-0.016,-0.016,-0.009,-0.01,-0.012,-0.01,-0.014,-0.009,-0.015,-0.018,-0.015,-0.013,-0.011,-0.009,-0.01,-0.015,-0.013,-0.014,-0.013,-0.009,-0.008,-0.012,-0.01,-0.014,0.002,-0.01,-0.003,-0.011,-0.006,-0.006,-0.008,-0.009,-0.006,-0.01,-0.009,-0.009
527,-0.014,-0.012,-0.017,-0.014,-0.009,-0.012,-0.01,-0.01,-0.009,-0.01,-0.015,-0.014,-0.009,-0.01,-0.012,-0.017,-0.019,-0.02,-0.014,-0.017,-0.01,-0.016,-0.016,-0.01,-0.011,-0.013,-0.012,-0.017,-0.01,-0.016,-0.019,-0.016,-0.014,-0.013,-0.008,-0.011,-0.017,-0.013,-0.017,-0.015,-0.01,-0.011,-0.014,-0.011,-0.015,0.004,-0.011,-0.006,-0.013,-0.007,-0.007,-0.01,-0.012,-0.006,-0.01,-0.01,-0.011
528,-0.015,-0.013,-0.019,-0.016,-0.009,-0.013,-0.012,-0.012,-0.01,-0.011,-0.015,-0.016,-0.011,-0.012,-0.014,-0.019,-0.021,-0.022,-0.015,-0.018,-0.012,-0.019,-0.017,-0.012,-0.013,-0.014,-0.013,-0.019,-0.013,-0.017,-0.025,-0.017,-0.015,-0.014,-0.013,-0.013,-0.019,-0.015,-0.017,-0.018,-0.012,-0.013,-0.015,-0.012,-0.016,0.001,-0.013,-0.01,-0.017,-0.011,-0.009,-0.014,-0.015,-0.009,-0.012,-0.013,-0.014
529,-0.018,-0.017,-0.021,-0.018,-0.012,-0.015,-0.014,-0.016,-0.013,-0.014,-0.018,-0.02,-0.014,-0.015,-0.018,-0.022,-0.023,-0.024,-0.018,-0.021,-0.014,-0.024,-0.02,-0.015,-0.015,-0.016,-0.016,-0.021,-0.016,-0.019,-0.03,-0.02,-0.017,-0.017,-0.018,-0.016,-0.022,-0.018,-0.02,-0.02,-0.014,-0.014,-0.018,-0.014,-0.019,-0.004,-0.016,-0.013,-0.019,-0.014,-0.012,-0.017,-0.018,-0.012,-0.016,-0.017,-0.017
530,-0.021,-0.019,-0.02,-0.02,-0.013,-0.016,-0.014,-0.017,-0.014,-0.016,-0.019,-0.02,-0.016,-0.015,-0.019,-0.023,-0.022,-0.024,-0.019,-0.022,-0.016,-0.026,-0.022,-0.016,-0.017,-0.017,-0.017,-0.022,-0.017,-0.02,-0.03,-0.021,-0.02,-0.019,-0.02,-0.018,-0.024,-0.02,-0.022,-0.021,-0.016,-0.016,-0.019,-0.015,-0.02,-0.009,-0.018,-0.013,-0.02,-0.015,-0.013,-0.018,-0.019,-0.015,-0.019,-0.018,-0.019
531,-0.02,-0.019,-0.019,-0.019,-0.013,-0.015,-0.014,-0.017,-0.013,-0.015,-0.018,-0.019,-0.016,-0.014,-0.017,-0.022,-0.02,-0.022,-0.018,-0.022,-0.015,-0.027,-0.022,-0.015,-0.016,-0.016,-0.016,-0.021,-0.016,-0.02,-0.027,-0.021,-0.02,-0.018,-0.019,-0.017,-0.023,-0.02,-0.021,-0.02,-0.016,-0.016,-0.019,-0.016,-0.019,-0.009,-0.017,-0.011,-0.019,-0.015,-0.012,-0.017,-0.018,-0.016,-0.02,-0.017,-0.017
532,-0.017,-0.016,-0.017,-0.017,-0.01,-0.012,-0.012,-0.014,-0.01,-0.013,-0.015,-0.016,-0.014,-0.011,-0.014,-0.019,-0.017,-0.018,-0.015,-0.019,-0.012,-0.023,-0.018,-0.012,-0.013,-0.013,-0.014,-0.018,-0.014,-0.017,-0.024,-0.017,-0.019,-0.017,-0.016,-0.015,-0.021,-0.016,-0.018,-0.017,-0.013,-0.014,-0.018,-0.013,-0.016,-0.006,-0.014,-0.008,-0.014,-0.012,-0.01,-0.014,-0.015,-0.013,-0.019,-0.015,-0.015
533,-0.016,-0.014,-0.015,-0.016,-0.011,-0.012,-0.012,-0.014,-0.008,-0.011,-0.012,-0.014,-0.013,-0.009,-0.012,-0.017,-0.015,-0.016,-0.012,-0.015,-0.01,-0.019,-0.016,-0.01,-0.011,-0.012,-0.012,-0.015,-0.012,-0.015,-0.022,-0.015,-0.016,-0.014,-0.014,-0.012,-0.017,-0.014,-0.015,-0.014,-0.011,-0.013,-0.016,-0.011,-0.014,-0.001,-0.012,-0.005,-0.009,-0.008,-0.009,-0.011,-0.012,-0.011,-0.016,-0.013,-0.012
534,-0.015,-0.015,-0.016,-0.016,-0.011,-0.014,-0.013,-0.016,-0.009,-0.012,-0.012,-0.016,-0.013,-0.011,-0.014,-0.017,-0.017,-0.018,-0.013,-0.015,-0.011,-0.019,-0.017,-0.011,-0.012,-0.014,-0.014,-0.017,-0.013,-0.017,-0.023,-0.017,-0.017,-0.016,-0.014,-0.014,-0.017,-0.016,-0.018,-0.016,-0.012,-0.013,-0.017,-0.012,-0.016,-0.003,-0.014,-0.006,-0.011,-0.007,-0.012,-0.012,-0.013,-0.011,-0.016,-0.014,-0.014
535,-0.015,-0.014,-0.017,-0.016,-0.011,-0.015,-0.013,-0.015,-0.01,-0.011,-0.013,-0.017,-0.013,-0.012,-0.015,-0.018,-0.019,-0.02,-0.016,-0.018,-0.013,-0.021,-0.019,-0.013,-0.015,-0.017,-0.015,-0.02,-0.014,-0.018,-0.024,-0.019,-0.018,-0.017,-0.015,-0.015,-0.02,-0.019,-0.02,-0.018,-0.014,-0.014,-0.017,-0.013,-0.019,-0.008,-0.015,-0.009,-0.016,-0.01,-0.014,-0.015,-0.015,-0.011,-0.015,-0.014,-0.014
536,-0.017,-0.016,-0.021,-0.018,-0.012,-0.016,-0.014,-0.016,-0.012,-0.015,-0.017,-0.02,-0.015,-0.014,-0.016,-0.022,-0.023,-0.023,-0.018,-0.021,-0.014,-0.025,-0.021,-0.015,-0.017,-0.019,-0.017,-0.021,-0.015,-0.019,-0.027,-0.021,-0.02,-0.019,-0.015,-0.016,-0.022,-0.019,-0.021,-0.02,-0.016,-0.015,-0.019,-0.014,-0.02,-0.012,-0.016,-0.013,-0.02,-0.014,-0.015,-0.017,-0.018,-0.012,-0.015,-0.015,-0.015
537,-0.02,-0.019,-0.024,-0.022,-0.016,-0.019,-0.017,-0.02,-0.016,-0.02,-0.022,-0.024,-0.018,-0.017,-0.018,-0.024,-0.026,-0.026,-0.02,-0.024,-0.016,-0.027,-0.023,-0.016,-0.019,-0.02,-0.017,-0.022,-0.017,-0.021,-0.029,-0.021,-0.022,-0.02,-0.015,-0.017,-0.024,-0.019,-0.021,-0.021,-0.017,-0.017,-0.021,-0.016,-0.021,-0.013,-0.017,-0.015,-0.018,-0.016,-0.016,-0.019,-0.019,-0.014,-0.016,-0.016,-0.016
538,-0.023,-0.021,-0.024,-0.026,-0.019,-0.021,-0.021,-0.022,-0.019,-0.023,-0.024,-0.025,-0.018,-0.019,-0.018,-0.025,-0.025,-0.025,-0.02,-0.024,-0.015,-0.026,-0.023,-0.014,-0.018,-0.019,-0.017,-0.021,-0.015,-0.021,-0.025,-0.021,-0.021,-0.022,-0.014,-0.016,-0.023,-0.017,-0.021,-0.021,-0.015,-0.018,-0.022,-0.016,-0.021,-0.012,-0.017,-0.013,-0.012,-0.014,-0.016,-0.017,-0.018,-0.012,-0.016,-0.016,-0.016
539,-0.022,-0.02,-0.021,-0.024,-0.018,-0.02,-0.021,-0.02,-0.017,-0.02,-0.022,-0.024,-0.016,-0.018,-0.017,-0.024,-0.022,-0.024,-0.019,-0.022,-0.013,-0.021,-0.022,-0.013,-0.016,-0.017,-0.016,-0.02,-0.013,-0.021,-0.022,-0.019,-0.02,-0.022,-0.012,-0.014,-0.021,-0.015,-0.02,-0.019,-0.012,-0.018,-0.022,-0.014,-0.019,-0.009,-0.015,-0.01,-0.009,-0.011,-0.014,-0.015,-0.016,-0.01,-0.015,-0.015,-0.015
540,-0.018,-0.017,-0.018,-0.019,-0.013,-0.016,-0.016,-0.015,-0.012,-0.015,-0.016,-0.018,-0.011,-0.013,-0.012,-0.019,-0.018,-0.02,-0.015,-0.018,-0.009,-0.017,-0.018,-0.01,-0.013,-0.014,-0.012,-0.017,-0.01,-0.018,-0.02,-0.016,-0.016,-0.018,-0.009,-0.011,-0.018,-0.014,-0.017,-0.016,-0.009,-0.014,-0.019,-0.01,-0.015,-0.006,-0.012,-0.006,-0.009,-0.008,-0.01,-0.013,-0.013,-0.008,-0.012,-0.011,-0.012
541,-0.014,-0.013,-0.013,-0.014,-0.009,-0.011,-0.011,-0.011,-0.008,-0.011,-0.012,-0.014,-0.008,-0.009,-0.009,-0.015,-0.016,-0.016,-0.012,-0.015,-0.007,-0.014,-0.015,-0.007,-0.009,-0.011,-0.01,-0.015,-0.008,-0.015,-0.021,-0.013,-0.014,-0.015,-0.007,-0.009,-0.016,-0.013,-0.015,-0.014,-0.007,-0.011,-0.015,-0.009,-0.012,-0.005,-0.009,-0.005,-0.009,-0.007,-0.007,-0.011,-0.01,-0.005,-0.008,-0.009,-0.009
542,-0.014,-0.014,-0.014,-0.015,-0.01,-0.011,-0.01,-0.012,-0.009,-0.012,-0.012,-0.015,-0.01,-0.01,-0.011,-0.016,-0.019,-0.018,-0.015,-0.017,-0.009,-0.016,-0.017,-0.01,-0.011,-0.013,-0.012,-0.017,-0.011,-0.018,-0.025,-0.016,-0.015,-0.015,-0.01,-0.012,-0.018,-0.015,-0.016,-0.016,-0.009,-0.013,-0.016,-0.011,-0.015,-0.007,-0.011,-0.007,-0.012,-0.01,-0.009,-0.013,-0.012,-0.007,-0.01,-0.011,-0.011
543,-0.017,-0.017,-0.019,-0.02,-0.015,-0.016,-0.015,-0.016,-0.013,-0.017,-0.017,-0.02,-0.015,-0.015,-0.016,-0.022,-0.023,-0.022,-0.02,-0.021,-0.013,-0.021,-0.021,-0.014,-0.016,-0.017,-0.016,-0.021,-0.016,-0.02,-0.028,-0.02,-0.02,-0.019,-0.014,-0.016,-0.023,-0.018,-0.021,-0.02,-0.014,-0.018,-0.02,-0.015,-0.02,-0.01,-0.015,-0.01,-0.016,-0.013,-0.012,-0.016,-0.016,-0.01,-0.014,-0.015,-0.015
544,-0.02,-0.019,-0.024,-0.022,-0.018,-0.02,-0.019,-0.02,-0.016,-0.02,-0.021,-0.025,-0.019,-0.018,-0.02,-0.026,-0.028,-0.026,-0.023,-0.024,-0.018,-0.027,-0.025,-0.017,-0.02,-0.021,-0.02,-0.025,-0.019,-0.024,-0.029,-0.024,-0.023,-0.022,-0.018,-0.019,-0.027,-0.022,-0.025,-0.025,-0.018,-0.021,-0.024,-0.019,-0.024,-0.012,-0.019,-0.014,-0.019,-0.016,-0.016,-0.019,-0.021,-0.014,-0.018,-0.019,-0.018
545,-0.019,-0.016,-0.021,-0.02,-0.015,-0.019,-0.017,-0.018,-0.014,-0.017,-0.019,-0.023,-0.016,-0.016,-0.018,-0.025,-0.024,-0.025,-0.021,-0.023,-0.017,-0.026,-0.024,-0.015,-0.018,-0.018,-0.018,-0.022,-0.017,-0.021,-0.025,-0.021,-0.021,-0.019,-0.016,-0.017,-0.024,-0.02,-0.022,-0.022,-0.016,-0.017,-0.021,-0.015,-0.02,-0.013,-0.017,-0.011,-0.016,-0.014,-0.014,-0.017,-0.02,-0.012,-0.016,-0.017,-0.016
