,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
418,0.003,0.004,0.002,0.004,0.004,0.003,0.007,0.005,0.008,0.006,0.005,0.001,0.005,0.007,0.003,0,-0.002,-0.004,0.002,0.001,0.007,0.002,-0.001,0.004,0.004,0.002,0.002,-0.002,0.003,-0.001,-0.006,-0.001,0.002,0.002,0.006,0.003,0,0.001,-0.001,0,0.004,0.004,0.001,0.001,-0.001,0.015,0.003,0.003,-0.002,0.003,0.005,0,0,0.007,0.005,0.003,0.002
419,0.003,0.003,0.001,0.004,0.005,0.003,0.006,0.005,0.008,0.006,0.004,0.001,0.006,0.007,0.004,0,0,-0.003,0.002,0.002,0.008,0.003,0,0.006,0.005,0.003,0.004,0,0.004,0,-0.004,0,0.001,0.003,0.007,0.004,0.002,0.002,-0.001,0.002,0.005,0.005,0.001,0.003,0,0.015,0.004,0.006,0.001,0.006,0.007,0.003,0.003,0.008,0.006,0.004,0.003
420,0.002,0.001,0.001,0.003,0.004,0.002,0.005,0.004,0.008,0.005,0.002,0.001,0.005,0.006,0.003,-0.001,-0.001,-0.003,0.001,0.001,0.007,0.002,0,0.004,0.004,0.002,0.003,-0.001,0.003,-0.001,-0.006,-0.001,-0.001,0.002,0.005,0.003,0.001,0.001,-0.001,0.001,0.004,0.004,0,0.001,0,0.013,0.003,0.005,0.001,0.005,0.006,0.003,0.002,0.006,0.005,0.002,0.002
421,0,0,0,0.003,0.003,0.002,0.004,0.003,0.006,0.003,-0.001,0,0.003,0.004,0.002,-0.003,-0.002,-0.004,0,0,0.005,0,-0.001,0.003,0.003,0.001,0.002,-0.002,0.002,-0.002,-0.008,-0.001,-0.002,0,0.001,0.001,-0.001,-0.001,-0.002,-0.001,0.002,0.003,-0.002,0,0,0.01,0.002,0.004,0,0.003,0.004,0.001,0,0.004,0.002,0,0
422,0,0.001,0,0.003,0.003,0.001,0.004,0.002,0.005,0.002,-0.001,-0.001,0.002,0.003,0.002,-0.004,-0.003,-0.004,0,-0.001,0.004,0,-0.002,0.003,0.003,0,0.002,-0.002,0.001,-0.002,-0.007,-0.001,-0.001,-0.001,0,0.001,-0.002,-0.001,-0.002,-0.001,0.002,0.003,-0.002,-0.001,-0.001,0.011,0.001,0.003,-0.001,0.002,0.003,-0.001,-0.001,0.004,0.002,0,0
423,-0.001,0,0.001,0.002,0.002,0,0.004,0.001,0.005,0.002,0,-0.002,0.003,0.004,0.002,-0.003,-0.004,-0.005,0,-0.001,0.004,0,-0.003,0.003,0.002,0,0.001,-0.002,0.001,-0.002,-0.006,-0.002,0,0,0,0.001,-0.002,-0.001,-0.002,-0.002,0.002,0.003,-0.001,-0.001,-0.002,0.012,0.001,0.004,-0.002,0.003,0.003,-0.001,-0.001,0.004,0.002,0,0
424,-0.002,-0.001,0.001,0.001,0.001,-0.001,0.004,0,0.005,0.003,0.002,-0.002,0.003,0.004,0.001,-0.002,-0.004,-0.006,0,-0.002,0.004,0,-0.004,0.002,0.001,-0.001,0,-0.003,0,-0.003,-0.005,-0.003,0,0,0,0,-0.001,-0.001,-0.003,-0.003,0.001,0.003,0,-0.001,-0.003,0.008,0,0.005,-0.001,0.004,0.002,-0.001,-0.001,0.003,0,-0.001,-0.001
425,-0.001,0.001,0.001,0.002,0.001,0,0.005,0.001,0.006,0.004,0.002,-0.002,0.002,0.005,-0.001,-0.003,-0.004,-0.005,-0.001,-0.002,0.003,-0.001,-0.004,0.001,-0.002,-0.003,-0.002,-0.004,-0.001,-0.005,-0.006,-0.004,-0.001,0,0,-0.001,-0.003,-0.003,-0.004,-0.004,0,0.002,0,-0.002,-0.004,0.006,-0.002,0.004,-0.003,0.002,0.002,-0.001,-0.002,0,-0.002,-0.003,-0.002
426,0.001,0.002,0.001,0.003,0.002,0,0.004,0.003,0.006,0.004,-0.001,-0.002,0,0.005,-0.002,-0.005,-0.005,-0.006,-0.003,-0.004,0.001,-0.003,-0.005,-0.001,-0.003,-0.004,-0.004,-0.006,-0.003,-0.007,-0.007,-0.005,-0.003,-0.002,-0.001,-0.003,-0.005,-0.004,-0.006,-0.006,-0.002,0.001,-0.002,-0.004,-0.005,0.003,-0.003,0.001,-0.006,-0.001,0.001,-0.003,-0.005,-0.001,-0.003,-0.004,-0.004
427,0.003,0.004,0.003,0.004,0.003,0.001,0.005,0.004,0.007,0.004,0,-0.002,-0.001,0.004,-0.002,-0.004,-0.006,-0.007,-0.002,-0.003,0,-0.003,-0.006,-0.002,-0.003,-0.004,-0.003,-0.006,-0.002,-0.007,-0.007,-0.005,-0.003,-0.002,-0.001,-0.002,-0.004,-0.005,-0.006,-0.006,-0.002,0.001,-0.002,-0.004,-0.004,0.005,-0.003,0,-0.006,-0.002,0.001,-0.003,-0.005,0,-0.002,-0.004,-0.003
428,0.002,0.003,0.002,0.003,0.002,0,0.003,0.004,0.005,0.003,0,-0.003,-0.001,0.003,-0.001,-0.004,-0.008,-0.008,-0.002,-0.003,0,-0.003,-0.006,-0.002,-0.003,-0.004,-0.003,-0.006,-0.003,-0.006,-0.009,-0.005,-0.003,-0.003,-0.001,-0.003,-0.003,-0.005,-0.007,-0.006,-0.003,0,-0.003,-0.004,-0.004,0.005,-0.003,0,-0.006,-0.002,0,-0.004,-0.006,0.001,-0.002,-0.003,-0.003
429,0.001,0.001,0,0.003,0.001,-0.001,0.002,0.002,0.005,0.002,0,-0.005,0,0.002,-0.001,-0.004,-0.009,-0.009,-0.003,-0.004,0.001,-0.003,-0.006,-0.002,-0.002,-0.004,-0.002,-0.007,-0.002,-0.006,-0.01,-0.006,-0.004,-0.004,0,-0.002,-0.004,-0.005,-0.007,-0.006,-0.003,0,-0.004,-0.005,-0.004,0.005,-0.003,0,-0.006,-0.001,0,-0.004,-0.005,0.001,-0.002,-0.002,-0.003
430,0,-0.001,-0.003,0.002,0,-0.002,0.001,0.001,0.004,0,-0.002,-0.006,0.001,0.001,-0.002,-0.006,-0.009,-0.01,-0.004,-0.005,0.001,-0.003,-0.007,-0.002,-0.002,-0.003,-0.002,-0.007,-0.002,-0.006,-0.01,-0.007,-0.005,-0.004,0,-0.002,-0.006,-0.005,-0.007,-0.007,-0.002,-0.001,-0.005,-0.005,-0.005,0.008,-0.003,0,-0.005,-0.001,0,-0.003,-0.005,0.002,-0.001,-0.002,-0.003
431,-0.001,-0.002,-0.004,0,0.001,-0.002,0.001,0,0.004,0,-0.003,-0.005,0.001,0.001,-0.001,-0.006,-0.008,-0.009,-0.003,-0.005,0.001,-0.002,-0.006,0,-0.001,-0.002,-0.001,-0.006,-0.001,-0.006,-0.009,-0.006,-0.004,-0.003,0.001,-0.001,-0.006,-0.003,-0.006,-0.006,0,0,-0.004,-0.004,-0.004,0.008,-0.001,0.002,-0.004,0,0.001,-0.001,-0.003,0.004,0.001,-0.001,-0.002
432,0,0,-0.003,0.001,0.003,0.001,0.003,0.001,0.005,0.002,0,-0.001,0.002,0.003,0.001,-0.004,-0.006,-0.006,0,-0.003,0.003,-0.001,-0.004,0.002,0,0,0,-0.003,0.001,-0.003,-0.009,-0.003,-0.002,0,0.003,0.001,-0.003,-0.002,-0.003,-0.003,0.002,0.002,-0.001,-0.001,-0.001,0.009,0.001,0.004,-0.001,0.003,0.002,0.001,0,0.006,0.003,0.001,0.001
433,0.001,0.001,0,0.002,0.005,0.002,0.006,0.002,0.006,0.004,0.003,0,0.003,0.005,0.002,-0.002,-0.005,-0.004,0.001,-0.001,0.004,-0.001,-0.003,0.003,0.002,0.001,0.002,-0.002,0.002,-0.001,-0.008,-0.002,0,0.002,0.002,0.001,-0.001,-0.002,-0.001,-0.002,0.002,0.004,0,0.001,0.001,0.008,0.002,0.005,0,0.004,0.003,0.001,0,0.006,0.003,0.002,0.002
434,0.003,0.003,0.002,0.005,0.006,0.004,0.008,0.004,0.008,0.006,0.004,0.001,0.005,0.006,0.002,0,-0.003,-0.003,0.002,0,0.005,-0.001,-0.002,0.004,0.004,0.002,0.003,-0.001,0.002,0,-0.008,-0.001,0.001,0.003,0.002,0.003,0,0,-0.001,-0.001,0.003,0.005,0.002,0.001,0.001,0.011,0.003,0.005,0,0.004,0.005,0.002,0.001,0.007,0.004,0.003,0.003
435,0.003,0.003,0.002,0.005,0.006,0.004,0.006,0.004,0.007,0.005,0.003,0.001,0.005,0.005,0.002,-0.001,-0.004,-0.003,0.001,0,0.005,-0.002,-0.002,0.005,0.004,0.001,0.003,-0.002,0.002,-0.001,-0.008,-0.002,0.001,0.001,0.002,0.002,-0.001,0,-0.003,-0.002,0.003,0.004,0.001,0,-0.001,0.014,0.002,0.003,-0.003,0.002,0.004,0.001,0,0.007,0.003,0.002,0.002
436,0.001,0.001,0.003,0.003,0.004,0.003,0.005,0.003,0.007,0.004,0.002,0,0.003,0.003,0.001,-0.002,-0.005,-0.005,0,-0.001,0.004,-0.002,-0.003,0.003,0.002,-0.001,0.001,-0.004,0.001,-0.003,-0.009,-0.004,-0.001,-0.001,0.001,0.001,-0.003,0,-0.005,-0.004,0.002,0.001,-0.002,-0.003,-0.003,0.012,0,0.001,-0.006,-0.001,0.002,-0.002,-0.001,0.005,0.002,0.001,0
437,0,0.001,0.003,0.001,0.003,0.001,0.004,0.002,0.005,0.001,0,-0.002,0.001,0.001,-0.001,-0.004,-0.007,-0.007,-0.002,-0.004,0,0,-0.004,0,-0.001,-0.004,-0.002,-0.006,-0.001,-0.005,-0.009,-0.007,-0.003,-0.003,-0.001,-0.002,-0.003,-0.003,-0.006,-0.007,-0.001,-0.001,-0.004,-0.005,-0.005,0.006,-0.003,-0.002,-0.008,-0.003,0,-0.005,-0.004,0.002,-0.001,-0.001,-0.002
438,0,0.002,0.003,0.002,0.002,0,0.004,0.001,0.005,0.001,0.001,-0.002,0,0.001,-0.002,-0.004,-0.008,-0.008,-0.003,-0.004,0,0.001,-0.006,-0.002,-0.003,-0.005,-0.004,-0.007,-0.003,-0.006,-0.008,-0.007,-0.002,-0.004,-0.003,-0.003,-0.003,-0.004,-0.007,-0.007,-0.003,-0.002,-0.004,-0.005,-0.005,0.004,-0.004,-0.002,-0.009,-0.003,0,-0.006,-0.005,-0.001,-0.003,-0.003,-0.003
439,0.001,0.002,0.001,0.003,0.002,0,0.004,0.002,0.005,0.003,0.002,-0.002,0.001,0.003,-0.001,-0.003,-0.006,-0.007,-0.001,-0.002,0.001,0.001,-0.004,-0.001,-0.001,-0.003,-0.002,-0.005,-0.002,-0.004,-0.007,-0.004,0,-0.001,-0.002,-0.001,-0.001,-0.003,-0.004,-0.004,-0.002,0.001,-0.002,-0.003,-0.003,0.007,-0.002,0,-0.008,-0.002,0.003,-0.005,-0.004,0.001,-0.001,-0.001,-0.002
440,0,0.001,-0.003,0.001,0,-0.002,0.002,0,0.004,0.002,-0.001,-0.004,0,0.003,-0.001,-0.005,-0.006,-0.006,-0.001,-0.003,0.002,-0.001,-0.005,0,-0.001,-0.002,-0.002,-0.004,-0.001,-0.004,-0.008,-0.003,-0.002,-0.002,0,0,-0.002,-0.004,-0.004,-0.003,-0.001,0.002,-0.002,-0.002,-0.003,0.007,-0.001,0,-0.007,-0.002,0.003,-0.005,-0.004,0.002,0,-0.001,-0.002
441,-0.003,-0.001,-0.006,-0.002,-0.001,-0.004,0,-0.003,0.001,-0.001,-0.006,-0.007,-0.003,0,-0.003,-0.008,-0.01,-0.009,-0.005,-0.007,-0.001,-0.005,-0.008,-0.003,-0.003,-0.004,-0.004,-0.007,-0.003,-0.007,-0.011,-0.006,-0.007,-0.005,-0.001,-0.003,-0.007,-0.006,-0.007,-0.006,-0.003,-0.001,-0.006,-0.005,-0.006,0.003,-0.003,-0.003,-0.007,-0.004,0,-0.007,-0.006,0.001,-0.002,-0.003,-0.004
442,-0.003,-0.001,-0.006,-0.002,-0.001,-0.004,0,-0.004,0,-0.002,-0.007,-0.01,-0.005,-0.002,-0.005,-0.01,-0.012,-0.012,-0.009,-0.01,-0.003,-0.005,-0.011,-0.004,-0.006,-0.007,-0.006,-0.01,-0.005,-0.01,-0.011,-0.01,-0.01,-0.007,-0.001,-0.005,-0.01,-0.008,-0.01,-0.009,-0.005,-0.004,-0.008,-0.008,-0.009,-0.001,-0.006,-0.005,-0.007,-0.006,-0.003,-0.008,-0.008,-0.001,-0.004,-0.006,-0.006
443,-0.001,0.001,-0.005,0,0,-0.003,0.001,-0.002,0.001,-0.001,-0.005,-0.009,-0.003,-0.001,-0.005,-0.009,-0.01,-0.011,-0.009,-0.009,-0.003,-0.003,-0.01,-0.004,-0.006,-0.007,-0.005,-0.01,-0.005,-0.01,-0.01,-0.01,-0.009,-0.007,-0.001,-0.005,-0.009,-0.008,-0.01,-0.009,-0.006,-0.004,-0.008,-0.008,-0.008,-0.001,-0.006,-0.004,-0.008,-0.006,-0.003,-0.008,-0.008,-0.001,-0.004,-0.006,-0.006
444,0.003,0.005,-0.002,0.004,0.002,0,0.005,0.003,0.007,0.003,-0.001,-0.004,0.002,0.003,0,-0.004,-0.004,-0.006,-0.004,-0.004,0.002,0,-0.006,0.001,0,-0.003,-0.001,-0.005,-0.001,-0.005,-0.007,-0.006,-0.004,-0.003,0.003,-0.001,-0.004,-0.004,-0.005,-0.004,-0.001,-0.001,-0.004,-0.003,-0.004,0.005,-0.002,0.001,-0.005,-0.001,0,-0.004,-0.003,0.003,0,-0.002,-0.002
445,0.006,0.007,0.003,0.008,0.005,0.002,0.01,0.008,0.012,0.008,0.005,0.002,0.006,0.008,0.005,0.001,0.001,0,0.002,0.002,0.007,0.004,0,0.005,0.005,0.002,0.004,0,0.005,0.001,-0.005,-0.001,0.001,0.002,0.007,0.003,0.002,0.001,0,0.001,0.004,0.004,0.002,0.002,0.001,0.008,0.003,0.005,-0.002,0.003,0.005,0,0.001,0.007,0.005,0.003,0.003
446,0.006,0.007,0.004,0.008,0.006,0.003,0.011,0.01,0.013,0.009,0.007,0.004,0.007,0.01,0.006,0.004,0.002,0.001,0.005,0.004,0.008,0.008,0.002,0.006,0.006,0.004,0.004,0.001,0.005,0.001,-0.004,0.001,0.003,0.005,0.007,0.004,0.003,0.002,0.001,0.002,0.005,0.007,0.004,0.003,0.002,0.01,0.004,0.005,-0.004,0.003,0.007,0,0.001,0.008,0.004,0.003,0.003
447,0.004,0.005,0.003,0.006,0.004,0.002,0.009,0.008,0.011,0.008,0.006,0.002,0.004,0.009,0.003,0.002,-0.001,-0.002,0.003,0.002,0.006,0.007,0,0.004,0.003,0.001,0.002,-0.002,0.002,-0.002,-0.005,-0.002,0.001,0.004,0.004,0.002,0.001,0,-0.001,-0.001,0.003,0.006,0.002,0,0,0.013,0.001,0.001,-0.007,0,0.005,-0.003,-0.002,0.005,0.002,0.001,0.001
448,0.001,0.003,0,0.003,0.002,0,0.006,0.005,0.008,0.005,0.003,-0.001,0.002,0.006,0,-0.001,-0.005,-0.004,0.001,0,0.004,0.003,-0.002,0.001,0,-0.002,-0.001,-0.005,-0.001,-0.004,-0.006,-0.004,0,0.002,0,-0.001,-0.002,-0.001,-0.003,-0.003,0,0.004,-0.001,-0.002,-0.002,0.013,-0.001,-0.001,-0.007,-0.001,0.004,-0.005,-0.003,0.003,-0.001,0,-0.001
449,-0.001,0.001,-0.001,0.002,0.001,0,0.005,0.002,0.006,0.003,0,-0.003,0.001,0.004,0,-0.003,-0.005,-0.005,-0.001,-0.001,0.003,-0.001,-0.002,0.001,0.001,-0.001,0,-0.004,-0.001,-0.003,-0.008,-0.003,0,0,-0.001,0,-0.002,-0.001,-0.003,-0.003,0,0.002,-0.002,-0.001,-0.002,0.013,-0.001,0,-0.005,-0.001,0.003,-0.004,-0.003,0.002,-0.001,0,-0.001
450,-0.003,-0.002,-0.002,0,-0.001,-0.001,0.002,-0.001,0.004,0.001,-0.002,-0.004,0,0.003,-0.001,-0.005,-0.005,-0.006,-0.002,-0.003,0.002,-0.004,-0.004,0.001,0,0,0,-0.004,-0.001,-0.004,-0.008,-0.004,-0.001,-0.002,-0.001,-0.001,-0.003,-0.001,-0.004,-0.003,0,0.001,-0.003,-0.002,-0.003,0.01,-0.002,0.001,-0.003,0,0.002,-0.002,-0.004,0.002,-0.002,0,0
451,-0.003,-0.002,-0.002,0,0,-0.001,0.002,-0.001,0.003,0,-0.003,-0.005,-0.001,0.002,-0.002,-0.006,-0.006,-0.006,-0.002,-0.004,0.001,-0.004,-0.004,0,0,-0.001,-0.001,-0.005,-0.002,-0.005,-0.006,-0.005,-0.002,-0.002,-0.001,-0.001,-0.003,-0.002,-0.005,-0.004,0,0.001,-0.003,-0.002,-0.004,0.006,-0.002,0.001,-0.003,-0.001,0.002,-0.002,-0.005,0.001,-0.005,-0.001,-0.001
452,-0.002,0,0,0.001,0.001,0,0.002,0.001,0.003,0.001,-0.002,-0.004,-0.001,0.001,-0.002,-0.005,-0.006,-0.006,-0.002,-0.004,0,-0.004,-0.004,-0.001,-0.001,-0.002,-0.002,-0.006,-0.002,-0.006,-0.004,-0.006,-0.003,-0.002,-0.001,-0.001,-0.003,-0.003,-0.005,-0.005,-0.001,0.002,-0.003,-0.003,-0.004,0.002,-0.003,0.001,-0.004,-0.001,0.001,-0.003,-0.005,-0.001,-0.006,-0.002,-0.002
453,0.001,0.002,0.003,0.002,0.004,0.001,0.003,0.003,0.005,0.003,0.001,-0.002,0,0.003,-0.001,-0.003,-0.003,-0.004,0,-0.001,0.002,-0.002,-0.003,0,0,-0.002,-0.001,-0.004,-0.001,-0.004,-0.004,-0.003,-0.001,0,0,-0.001,-0.002,-0.003,-0.005,-0.003,0,0.003,-0.002,-0.002,-0.002,0.001,-0.002,0,-0.004,-0.001,0.002,-0.003,-0.004,0,-0.004,-0.001,-0.002
454,0.002,0.003,0.003,0.001,0.004,0.001,0.004,0.003,0.005,0.004,0.001,-0.001,0.002,0.004,0,-0.002,-0.003,-0.005,0,-0.001,0.002,-0.002,-0.003,0.001,0,-0.002,0,-0.003,0,-0.004,-0.006,-0.003,-0.001,0,-0.001,0,-0.001,-0.003,-0.005,-0.003,0,0.003,-0.002,-0.001,-0.002,0.002,-0.001,0,-0.004,-0.001,0.003,-0.003,-0.004,0.001,-0.002,-0.001,-0.001
455,0.002,0.002,0,-0.001,0.002,0.001,0.003,0.002,0.005,0.004,-0.001,-0.003,0.002,0.005,0.001,-0.005,-0.005,-0.006,-0.002,-0.003,0.002,-0.004,-0.005,0.002,-0.001,-0.003,0,-0.005,0,-0.005,-0.008,-0.004,-0.003,0,-0.002,0,-0.003,-0.004,-0.006,-0.003,0,0.002,-0.003,-0.002,-0.004,0.006,0,0,-0.005,-0.001,0.003,-0.004,-0.005,0.002,-0.001,-0.001,-0.001
456,0,0.002,-0.003,-0.001,0.002,0.001,0.003,0.003,0.004,0.004,-0.002,-0.003,0.003,0.005,0.001,-0.007,-0.007,-0.008,-0.003,-0.005,0.003,-0.007,-0.006,0.002,0,-0.002,0,-0.005,0.001,-0.005,-0.009,-0.004,-0.004,0,-0.003,0,-0.005,-0.003,-0.005,-0.003,0.001,0.002,-0.003,-0.002,-0.003,0.008,0,0.002,-0.005,0,0.003,-0.003,-0.005,0.003,-0.001,0,0
457,0,0.002,-0.004,0,0.004,0.002,0.004,0.003,0.006,0.006,-0.001,-0.002,0.005,0.006,0.002,-0.005,-0.006,-0.007,-0.002,-0.004,0.004,-0.008,-0.005,0.003,0.002,0,0.001,-0.003,0.001,-0.003,-0.008,-0.002,-0.003,0.001,-0.004,0.001,-0.005,-0.001,-0.002,0,0.002,0.003,-0.001,0.001,-0.001,0.01,0.001,0.006,-0.004,0.004,0.005,0,-0.002,0.004,-0.001,0.002,0.001
458,0.001,0.001,-0.002,0.002,0.005,0.003,0.005,0.004,0.007,0.007,0.002,0,0.006,0.007,0.003,-0.001,-0.004,-0.006,0.001,-0.001,0.005,-0.006,-0.003,0.003,0.003,0.002,0.003,-0.001,0.002,-0.001,-0.007,-0.001,0,0.002,-0.002,0.002,-0.002,0,-0.001,0.001,0.004,0.006,0.001,0.002,0,0.013,0.002,0.006,-0.004,0.004,0.006,0.001,-0.001,0.004,-0.001,0.002,0.002
459,0.003,0.002,0.001,0.004,0.006,0.004,0.006,0.004,0.007,0.007,0.004,0.002,0.005,0.007,0.002,0.001,-0.003,-0.005,0.003,0.001,0.005,-0.003,-0.001,0.003,0.004,0.002,0.003,-0.001,0.002,0,-0.005,-0.001,0.002,0.003,-0.001,0.001,0,0,-0.001,0.001,0.003,0.006,0.002,0.002,0,0.013,0.002,0.005,-0.004,0.003,0.006,0.001,-0.001,0.002,-0.001,0.002,0.001
460,0,0.001,0.001,0.002,0.004,0.002,0.004,0.002,0.006,0.004,0.001,-0.001,0.001,0.004,-0.001,-0.001,-0.004,-0.005,0.001,-0.001,0.002,-0.002,-0.003,0,0.001,-0.001,0,-0.003,-0.001,-0.003,-0.008,-0.003,0,0,-0.003,-0.001,-0.002,-0.002,-0.004,-0.002,0,0.003,-0.001,-0.001,-0.002,0.01,-0.001,0.002,-0.005,0,0.003,-0.002,-0.003,0,-0.003,-0.002,-0.002
461,-0.002,0,-0.002,0,0.002,-0.001,0.002,0,0.005,0.002,-0.002,-0.003,-0.001,0.002,-0.002,-0.005,-0.005,-0.006,-0.001,-0.004,0.001,-0.002,-0.005,-0.001,-0.001,-0.002,-0.002,-0.004,-0.001,-0.004,-0.01,-0.004,-0.002,-0.002,-0.004,-0.003,-0.005,-0.004,-0.005,-0.004,-0.002,0.001,-0.003,-0.003,-0.004,0.008,-0.003,0.001,-0.007,-0.001,0.001,-0.002,-0.004,-0.001,-0.004,-0.003,-0.003
462,-0.001,0.001,-0.002,0.001,0.002,-0.001,0.002,0.001,0.005,0.002,-0.003,-0.003,-0.001,0.003,-0.002,-0.006,-0.006,-0.008,-0.002,-0.005,0.001,-0.002,-0.006,-0.001,-0.001,-0.003,-0.002,-0.005,-0.001,-0.005,-0.01,-0.005,-0.003,-0.002,-0.002,-0.002,-0.005,-0.004,-0.005,-0.005,-0.001,0.002,-0.003,-0.003,-0.003,0.006,-0.003,0,-0.009,-0.001,0.001,-0.004,-0.005,0.001,-0.002,-0.002,-0.002
463,0.002,0.003,0,0.003,0.004,0.002,0.004,0.004,0.006,0.003,-0.001,-0.002,0.001,0.006,0,-0.004,-0.005,-0.007,-0.001,-0.002,0.003,-0.002,-0.003,0,0,-0.001,0,-0.004,0,-0.003,-0.009,-0.002,-0.001,0.001,0,0,-0.001,-0.001,-0.003,-0.002,0.001,0.005,0,-0.001,-0.001,0.009,-0.001,0,-0.009,-0.002,0.003,-0.004,-0.006,0.004,0.001,0,0
464,0.002,0.003,0.001,0.004,0.004,0.002,0.006,0.005,0.006,0.005,0,-0.002,0.002,0.008,0.001,-0.002,-0.004,-0.006,0.001,0,0.004,-0.002,-0.001,0.001,0,0,0.001,-0.003,0,-0.001,-0.008,-0.001,0.001,0.003,-0.001,0.001,0,-0.001,-0.001,0,0.002,0.006,0.001,0,0,0.01,0,0,-0.007,-0.002,0.004,-0.004,-0.005,0.004,0.001,0.001,0.001
465,-0.001,0,-0.001,0.001,0.003,0.001,0.005,0.003,0.005,0.004,0,-0.002,0.002,0.007,0.002,-0.001,-0.003,-0.004,0.002,0,0.004,-0.002,-0.002,0.002,0,0,0,-0.003,0,-0.001,-0.007,-0.001,0.002,0.003,-0.002,0.001,0,-0.001,-0.002,0,0.002,0.005,0.001,0,-0.001,0.009,0,0.001,-0.004,0,0.005,-0.001,-0.003,0.004,0,0,0
466,-0.002,-0.001,-0.003,-0.002,0.002,0,0.002,0,0.003,0.002,-0.002,-0.001,0.002,0.005,0.001,-0.004,-0.003,-0.004,0.001,-0.001,0.004,-0.005,-0.003,0.002,0,-0.001,-0.001,-0.004,0,-0.003,-0.008,-0.003,-0.001,0.001,-0.001,0,-0.003,-0.002,-0.004,-0.003,0,0.002,-0.002,-0.001,-0.004,0.006,-0.001,0.002,-0.004,0,0.004,0,-0.002,0.002,-0.002,-0.001,0
467,-0.002,-0.001,-0.005,-0.003,0.002,0,0,-0.002,0.001,0,-0.004,-0.002,0.001,0.003,-0.001,-0.007,-0.005,-0.006,-0.001,-0.004,0.002,-0.008,-0.006,0,0,-0.003,-0.002,-0.007,-0.002,-0.005,-0.012,-0.006,-0.004,-0.002,-0.003,-0.002,-0.007,-0.002,-0.006,-0.005,-0.001,-0.001,-0.005,-0.003,-0.005,0.004,-0.002,0,-0.005,-0.001,0.003,-0.001,-0.004,0,-0.005,-0.003,-0.002
468,-0.002,-0.001,-0.007,-0.004,0.002,-0.001,-0.002,-0.002,0,-0.001,-0.006,-0.005,-0.001,0.001,-0.003,-0.01,-0.008,-0.009,-0.005,-0.008,0,-0.01,-0.009,-0.002,-0.001,-0.004,-0.002,-0.008,-0.003,-0.006,-0.015,-0.007,-0.007,-0.006,-0.003,-0.003,-0.009,-0.002,-0.006,-0.006,-0.002,-0.003,-0.006,-0.004,-0.006,0.007,-0.003,-0.001,-0.005,-0.003,0,-0.004,-0.006,0.001,-0.003,-0.003,-0.003
469,-0.003,-0.001,-0.005,-0.003,0.002,-0.003,-0.002,-0.002,0,-0.002,-0.007,-0.007,-0.001,0,-0.003,-0.009,-0.01,-0.01,-0.006,-0.009,0,-0.007,-0.01,-0.002,-0.001,-0.003,-0.002,-0.007,-0.003,-0.006,-0.014,-0.007,-0.007,-0.007,-0.001,-0.004,-0.009,-0.003,-0.007,-0.006,-0.002,-0.004,-0.007,-0.004,-0.005,0.009,-0.003,-0.001,-0.004,-0.002,-0.001,-0.005,-0.007,0.003,-0.001,-0.003,-0.003
470,-0.002,0,-0.001,-0.001,0.003,-0.002,-0.001,-0.001,0.001,-0.002,-0.004,-0.007,0,0,-0.001,-0.007,-0.008,-0.008,-0.004,-0.006,0.001,-0.001,-0.008,0,0,-0.002,-0.001,-0.005,-0.001,-0.005,-0.01,-0.005,-0.005,-0.005,0.002,-0.002,-0.006,-0.002,-0.006,-0.005,0,-0.003,-0.005,-0.003,-0.005,0.01,-0.001,0.002,-0.001,0,0,-0.004,-0.005,0.005,0.001,-0.001,-0.001
471,-0.002,0,0.001,-0.001,0.003,-0.002,0,0,0.002,-0.002,-0.002,-0.006,0,0,-0.001,-0.006,-0.008,-0.008,-0.003,-0.004,0.001,-0.001,-0.007,0,-0.001,-0.003,-0.001,-0.005,-0.002,-0.005,-0.009,-0.004,-0.003,-0.004,0.001,-0.001,-0.005,-0.003,-0.006,-0.004,0,-0.002,-0.006,-0.004,-0.005,0.01,-0.002,0.001,-0.004,-0.001,0,-0.005,-0.005,0.004,0.001,-0.001,-0.001
472,-0.002,0,-0.001,-0.002,0.002,-0.002,0,0.001,0.003,-0.001,-0.004,-0.006,0,0,-0.002,-0.009,-0.009,-0.009,-0.004,-0.005,0.001,-0.006,-0.008,-0.001,-0.002,-0.005,-0.002,-0.006,-0.003,-0.007,-0.012,-0.006,-0.005,-0.003,-0.002,-0.002,-0.007,-0.004,-0.008,-0.005,-0.002,-0.002,-0.007,-0.005,-0.006,0.01,-0.004,-0.003,-0.007,-0.005,-0.002,-0.008,-0.007,0.001,-0.001,-0.003,-0.002
473,-0.003,-0.001,-0.003,-0.003,0,-0.002,0,0,0.003,-0.001,-0.004,-0.006,-0.001,0.001,-0.002,-0.01,-0.01,-0.01,-0.005,-0.006,0,-0.012,-0.009,-0.002,-0.003,-0.004,-0.003,-0.007,-0.004,-0.007,-0.014,-0.007,-0.007,-0.005,-0.004,-0.004,-0.008,-0.006,-0.008,-0.007,-0.003,-0.003,-0.007,-0.005,-0.007,0.007,-0.005,-0.004,-0.008,-0.007,-0.003,-0.008,-0.009,-0.002,-0.004,-0.004,-0.004
