,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
599,-0.011,-0.006,-0.008,0.01,-0.002,-0.01,-0.005,-0.009,-0.006,-0.008,-0.008,-0.012,0.002,-0.009,-0.012
600,-0.01,-0.003,-0.006,0.005,-0.006,-0.007,-0.004,-0.008,-0.005,-0.004,-0.004,-0.01,-0.001,-0.017,-0.009
601,-0.009,0.001,-0.006,-0.002,-0.005,0,-0.001,-0.005,-0.004,0.001,-0.002,-0.004,0.001,-0.021,-0.005
602,-0.008,-0.001,-0.004,-0.004,0.002,-0.001,-0.001,-0.004,-0.004,0.002,-0.003,0,0.003,-0.018,-0.003
603,-0.009,-0.006,-0.002,-0.003,0.007,-0.002,-0.003,-0.003,-0.002,0.001,-0.003,0,0.003,-0.011,-0.004
604,-0.007,-0.002,0.001,0.004,0.011,-0.001,-0.003,-0.003,0.001,0.003,0,0.002,0.003,-0.008,-0.004
605,-0.005,0.002,0.001,0.006,0.009,0.005,0.001,-0.002,0.003,0.007,0.003,0.001,0.002,-0.007,-0.003
606,-0.005,0.003,0,0.002,0.007,0.007,0.002,-0.001,0.002,0.006,0.005,0,0.001,-0.006,-0.005
607,-0.008,0,-0.001,-0.005,0.007,0.003,-0.003,-0.003,-0.003,0.001,0,-0.003,0,-0.004,-0.007
608,-0.009,-0.003,-0.002,-0.006,0.005,-0.002,-0.004,-0.005,-0.003,-0.002,0.001,-0.001,-0.001,-0.003,-0.005
609,-0.011,-0.005,-0.004,-0.007,0.004,-0.005,-0.002,-0.005,-0.002,-0.002,0,-0.001,-0.002,-0.003,-0.004
610,-0.009,-0.002,-0.006,-0.008,0.001,-0.002,0,-0.003,-0.003,-0.001,-0.002,0,-0.006,-0.007,-0.001
611,-0.006,0.003,-0.004,-0.004,0.002,-0.001,-0.001,-0.001,-0.001,0.002,-0.002,0,-0.006,-0.01,0.001
612,-0.005,0.004,0.001,0.001,0.004,0.001,-0.001,0.001,0,0.003,-0.001,0.003,-0.002,-0.01,0.003
613,-0.005,0.003,0.005,0.007,0.01,0.002,0.003,0.002,0.002,0.002,0.001,0.001,0.007,-0.004,0.001
614,-0.003,0.002,0.006,0.006,0.017,0.005,0.005,0.002,0.004,0.001,0.004,0,0.014,0,-0.001
615,0.003,0.004,0.006,0.009,0.018,0.007,0.007,0.003,0.007,0.004,0.007,0.001,0.016,0.001,-0.001
616,0.004,0.005,0.003,0.01,0.012,0.009,0.009,0.002,0.007,0.005,0.007,0.004,0.012,-0.004,0.001
617,0.002,0.005,0.003,0.011,0.008,0.011,0.008,0.005,0.006,0.007,0.012,0.008,0.014,-0.003,0.003
618,-0.006,0.002,0.005,0.009,0.012,0.01,0.005,0.009,0.003,0.008,0.013,0.008,0.016,0.003,-0.001
619,-0.008,0,0.008,0.001,0.015,0.006,0.002,0.01,0.001,0.007,0.009,0.006,0.009,0.008,-0.001
620,-0.009,-0.001,0.01,-0.002,0.017,0.001,0.001,0.012,-0.002,0.006,0.003,-0.001,-0.001,0.006,-0.003
621,-0.006,0.002,0.01,0,0.016,0.004,0.004,0.008,0.004,0.009,0.002,-0.001,-0.001,0,-0.001
622,-0.001,0.006,0.008,0.004,0.015,0.01,0.006,0.007,0.008,0.011,0.007,0.004,0.007,-0.002,0.001
623,0.001,0.008,0.008,0.008,0.016,0.014,0.007,0.009,0.012,0.013,0.01,0.008,0.015,0.003,0.002
624,-0.002,0.008,0.008,0.008,0.019,0.011,0.007,0.013,0.009,0.008,0.009,0.007,0.013,0.007,0.002
625,-0.007,0.006,0.009,0.007,0.024,0.008,0.006,0.016,0.004,0.008,0.008,0.004,0.011,0.008,0
626,-0.006,0.009,0.009,0.004,0.02,0.006,0.006,0.015,0.003,0.009,0.007,0.005,0.008,0.005,-0.002
627,-0.004,0.01,0.007,0.001,0.015,0.007,0.005,0.012,0.006,0.011,0.007,0.003,0.006,0.001,-0.002
628,-0.006,0.006,0.005,0.004,0.014,0.005,0.001,0.007,0.005,0.007,0.006,-0.002,0.005,0.002,-0.003
629,-0.01,0.001,0.004,0.006,0.017,0,-0.004,0.003,-0.002,0,0.001,-0.005,0.006,0.005,-0.006
630,-0.012,-0.002,0.005,0.005,0.016,-0.002,-0.003,0.003,-0.001,0,-0.001,-0.004,0.004,0.007,-0.008
631,-0.006,0.002,0.006,0.004,0.014,0.004,0.001,0.005,0.004,0.002,0.001,-0.001,0.008,0.004,-0.005
632,0,0.005,0.005,0.004,0.012,0.007,0.004,0.003,0.009,0.005,0.003,0.005,0.01,-0.002,0
633,0.006,0.007,0.006,0.009,0.013,0.008,0.008,0.001,0.01,0.009,0.009,0.011,0.016,-0.003,0.006
634,0.005,0.01,0.008,0.012,0.016,0.011,0.012,0.001,0.016,0.013,0.012,0.014,0.018,0.001,0.01
635,0.003,0.015,0.008,0.013,0.018,0.013,0.012,0.004,0.018,0.013,0.015,0.015,0.02,0.009,0.011
636,0.002,0.016,0.007,0.02,0.019,0.01,0.011,0.009,0.016,0.012,0.013,0.012,0.021,0.013,0.011
637,0.004,0.016,0.006,0.018,0.016,0.01,0.011,0.009,0.014,0.015,0.012,0.012,0.018,0.009,0.012
638,0.004,0.015,0.005,0.01,0.014,0.009,0.012,0.011,0.014,0.015,0.012,0.011,0.006,0.002,0.013
639,0.004,0.016,0.008,0.002,0.014,0.012,0.014,0.015,0.017,0.015,0.015,0.014,0.004,-0.004,0.01
640,0.007,0.021,0.014,0.005,0.018,0.019,0.019,0.019,0.024,0.017,0.023,0.018,0.011,-0.003,0.01
641,0.014,0.027,0.017,0.016,0.019,0.025,0.021,0.016,0.03,0.023,0.031,0.025,0.023,0.004,0.015
642,0.017,0.028,0.014,0.028,0.019,0.024,0.021,0.01,0.026,0.024,0.029,0.025,0.026,0.009,0.018
643,0.014,0.021,0.01,0.036,0.014,0.018,0.017,0.006,0.019,0.025,0.025,0.021,0.026,0.009,0.018
644,0.008,0.015,0.006,0.034,0.01,0.014,0.012,0.003,0.012,0.018,0.018,0.013,0.022,0.005,0.013
645,0.001,0.01,0.005,0.023,0.01,0.015,0.008,0.006,0.01,0.01,0.016,0.008,0.019,0.001,0.009
646,-0.008,0.004,0.006,0.009,0.014,0.008,0.001,0.011,0.006,0.001,0.008,0.002,0.008,0.002,0.001
647,-0.009,0.002,0.007,0.005,0.017,0.004,0,0.016,0.008,0.003,0.005,0.003,0.002,0.003,0.001
648,-0.004,0.007,0.009,0.011,0.019,0.006,0.006,0.02,0.012,0.012,0.01,0.007,0.006,0.004,0.005
649,0.001,0.014,0.012,0.02,0.019,0.016,0.013,0.021,0.013,0.018,0.018,0.014,0.011,0.006,0.008
650,-0.001,0.015,0.011,0.02,0.017,0.019,0.012,0.018,0.013,0.019,0.019,0.014,0.014,0.003,0.004
651,-0.003,0.011,0.009,0.015,0.011,0.015,0.01,0.01,0.009,0.013,0.019,0.011,0.011,-0.001,0.002
652,-0.001,0.008,0.008,0.015,0.011,0.013,0.009,0.006,0.006,0.011,0.015,0.008,0.008,0,0.002
653,-0.002,0.006,0.007,0.011,0.015,0.007,0.005,0.002,0.002,0.006,0.009,0.005,0.005,0,-0.003
654,-0.003,0.003,0.003,0.012,0.018,0.003,0.001,0.001,0.001,0.004,0.002,0.001,0.005,0.001,-0.005
655,-0.005,0,0,0.009,0.018,0.001,-0.002,0.001,0,0.002,0.001,0.001,0.005,-0.001,-0.004
656,-0.008,0,0,0.002,0.016,0.001,-0.002,0.002,0,0,0.004,0,0,0,-0.005
657,-0.007,0.001,0.002,-0.005,0.016,0,-0.005,0.004,0.001,-0.002,0.004,-0.001,-0.007,0.002,-0.006
658,-0.009,0,0.006,-0.003,0.018,-0.003,-0.01,0.006,-0.001,-0.006,-0.002,-0.002,-0.008,0.005,-0.008
659,-0.008,0,0.008,0.002,0.024,0,-0.01,0.009,-0.003,-0.003,-0.003,-0.003,-0.003,0.01,-0.005
660,-0.009,0.004,0.009,0.007,0.028,0.007,-0.004,0.012,-0.003,0.004,0.002,0.002,0.001,0.014,-0.002
661,0,0.011,0.007,0.011,0.029,0.018,0.008,0.012,0.008,0.016,0.015,0.012,0.01,0.017,0.007
662,0.012,0.019,0.009,0.016,0.028,0.029,0.018,0.012,0.018,0.024,0.024,0.022,0.017,0.014,0.011
663,0.018,0.021,0.011,0.02,0.023,0.029,0.021,0.01,0.021,0.024,0.027,0.023,0.018,0.006,0.011
664,0.012,0.019,0.01,0.012,0.021,0.021,0.016,0.01,0.013,0.017,0.019,0.018,0.014,0.004,0.006
665,0,0.012,0.007,0.005,0.021,0.013,0.009,0.01,0.006,0.011,0.007,0.012,0.01,0.009,0
666,-0.004,0.011,0.006,0.004,0.023,0.014,0.009,0.013,0.006,0.011,0.004,0.012,0.012,0.015,0.003
667,-0.003,0.009,0.008,0.012,0.021,0.013,0.011,0.013,0.01,0.013,0.009,0.01,0.016,0.015,0.008
668,-0.003,0.006,0.006,0.018,0.018,0.007,0.008,0.007,0.008,0.003,0.011,0.005,0.017,0.01,0.009
669,-0.006,0.006,0.003,0.014,0.015,0.002,0.003,0.005,0.003,0.001,0.01,-0.001,0.016,0.009,0.004
670,-0.003,0.012,0.002,0.012,0.014,0.007,0.004,0.005,0.007,0.003,0.011,0.004,0.013,0.008,0.006
671,0.002,0.012,0.004,0.014,0.013,0.014,0.009,0.008,0.011,0.008,0.016,0.01,0.009,0.011,0.008
672,0.004,0.01,0.003,0.014,0.014,0.014,0.006,0.008,0.008,0.01,0.015,0.011,0.007,0.011,0.003
673,0.001,0.007,0.003,0.007,0.014,0.008,0.004,0.006,0.001,0.008,0.006,0.005,0.003,0.009,-0.002
674,-0.004,0.006,0.001,0.001,0.013,0.006,0.002,0.004,-0.002,0.002,0,0,0.001,0.007,-0.008
675,-0.008,0.003,0.001,0.002,0.013,0.004,0.003,0.006,-0.001,-0.001,-0.001,-0.002,0,0.006,-0.009
676,-0.01,0.002,0.001,0.009,0.014,0.004,0.005,0.01,0,-0.002,0,-0.001,0.002,0.005,-0.007
677,-0.007,0.004,0.002,0.009,0.012,0.006,0.007,0.01,0.001,0.002,0.003,0.001,0.005,0.001,-0.003
678,0.002,0.009,0.003,0.004,0.011,0.011,0.01,0.008,0.007,0.009,0.009,0.006,0.006,0,0.002
679,0.01,0.016,0.007,0,0.014,0.013,0.011,0.011,0.015,0.016,0.018,0.013,0.005,0.004,0.006
680,0.011,0.018,0.011,0,0.018,0.014,0.012,0.015,0.018,0.018,0.021,0.017,0.006,0.01,0.006
681,0.007,0.014,0.012,-0.005,0.02,0.015,0.013,0.015,0.017,0.014,0.015,0.013,0.007,0.012,0.005
682,0.007,0.012,0.012,-0.003,0.021,0.014,0.014,0.013,0.015,0.01,0.011,0.011,0.007,0.014,0.008
683,0.006,0.011,0.01,-0.001,0.019,0.011,0.01,0.013,0.012,0.006,0.004,0.01,0.004,0.009,0.006
684,-0.001,0.005,0.005,-0.003,0.011,0.005,0.003,0.011,0.005,-0.001,0.001,0.005,-0.002,-0.001,0
685,-0.011,-0.005,-0.001,-0.007,0.006,-0.003,-0.002,0.005,0,-0.002,-0.001,-0.001,0.001,-0.01,-0.006
686,-0.012,-0.007,0,-0.006,0.009,-0.003,-0.002,0.002,0.001,-0.002,0.002,-0.002,0.003,-0.008,-0.005
687,-0.008,-0.005,0.002,0,0.013,-0.001,-0.002,0.001,0,-0.005,0.002,-0.002,0.003,-0.005,-0.007
688,-0.004,0,0.003,0.005,0.015,0.003,0,0.003,0.002,-0.004,0.004,0.002,0.003,0.001,-0.003
689,0,0.007,0.005,0.013,0.014,0.009,0.007,0.004,0.006,0.004,0.009,0.007,0.011,0.001,0.001
690,0.007,0.017,0.006,0.016,0.013,0.017,0.011,0.004,0.012,0.013,0.016,0.012,0.016,-0.003,0.005
691,0.015,0.024,0.011,0.019,0.013,0.021,0.013,0.007,0.016,0.015,0.018,0.014,0.018,-0.006,0.01
692,0.014,0.022,0.011,0.014,0.009,0.02,0.013,0.01,0.016,0.014,0.018,0.015,0.014,-0.007,0.012
693,0.009,0.019,0.009,0.007,0.006,0.02,0.015,0.01,0.02,0.016,0.015,0.016,0.012,-0.003,0.018
694,0.006,0.02,0.006,0.005,0.003,0.021,0.018,0.006,0.022,0.019,0.012,0.019,0.014,-0.003,0.018
695,0.011,0.024,0.006,0,0.001,0.023,0.019,0.003,0.023,0.019,0.01,0.016,0.012,-0.007,0.011
696,0.015,0.021,0.006,-0.006,0.002,0.023,0.017,0.004,0.018,0.017,0.011,0.013,0.008,-0.01,0.006
697,0.014,0.012,0.004,-0.007,0.003,0.013,0.008,0.003,0.011,0.008,0.005,0.007,0.004,-0.011,0.001
698,0.006,0.006,0,-0.002,0.004,0.007,0.002,0.001,0.006,0.001,0,0.004,0.004,-0.009,-0.002
699,-0.002,0.005,-0.003,0.004,0.007,0.001,0,-0.002,0.004,-0.005,-0.004,0.003,0.001,-0.003,-0.005
700,-0.005,0.007,-0.003,0.01,0.011,0.002,0.002,-0.004,0.002,-0.002,-0.003,0.002,0.002,0.004,-0.005
701,-0.007,0.004,0,0.013,0.013,-0.002,0.003,-0.001,0,0,-0.004,0.001,0.004,0.006,-0.002
702,-0.001,0.004,0.003,0.016,0.013,0.002,0.005,0.004,0,0.003,0.003,0.007,0.007,0.002,-0.001
703,0.006,0.005,0.004,0.015,0.009,0.005,0.009,0.005,0.007,0.003,0.007,0.011,0.011,-0.001,0.001
704,0.012,0.005,0.004,0.016,0.008,0.006,0.01,0.002,0.01,0.005,0.011,0.009,0.014,-0.001,0.002
705,0.002,0,0.001,0.012,0.01,-0.001,-0.001,0.002,0.004,0.001,0.005,0,0.008,0.002,0
706,-0.011,-0.001,-0.001,-0.003,0.011,-0.006,-0.005,0.004,-0.004,-0.002,0,-0.004,-0.003,0.002,-0.006
707,-0.013,0.002,-0.001,-0.013,0.011,-0.002,-0.002,0.007,-0.002,0.001,0.002,-0.005,-0.005,0,-0.006
708,-0.006,0.008,0.003,-0.012,0.011,0.008,0.008,0.011,0.007,0.008,0.007,0.002,-0.001,0.005,-0.001
709,0.001,0.013,0.006,-0.004,0.011,0.016,0.013,0.013,0.01,0.014,0.005,0.006,0.003,0.007,0.004
710,0.005,0.016,0.007,-0.003,0.014,0.016,0.008,0.015,0.01,0.017,0.002,0.007,0.001,0.009,0.001
711,0.003,0.012,0.004,0.002,0.014,0.013,0.003,0.013,0.011,0.007,0,0.003,0.002,0.003,-0.004
712,0.001,0.008,0.003,0.009,0.012,0.008,0.005,0.009,0.015,0.001,0.001,0.004,0.004,0.002,-0.003
713,0.003,0.007,0.004,0.015,0.011,0.007,0.01,0.006,0.013,0.002,0.003,0.006,0.008,-0.001,0.003
714,0.004,0.007,0.004,0.01,0.012,0.005,0.009,0.004,0.01,0.007,0.005,0.009,0.008,0.002,0.004
715,-0.001,0.009,0.002,0.004,0.016,0.006,0.003,0.004,0.006,0.007,0.004,0.007,0.006,0.004,0.002
716,-0.002,0.007,0.001,0.001,0.016,0.005,-0.005,0.007,0.003,0.007,0.006,0.003,0.004,0.007,-0.003
717,-0.004,0.004,0.002,-0.003,0.018,-0.002,-0.006,0.009,-0.001,0.004,0.002,-0.003,0,0.008,-0.01
718,-0.008,-0.001,-0.001,-0.008,0.017,-0.01,-0.008,0.005,-0.004,-0.003,-0.005,-0.009,-0.004,0.006,-0.012
719,-0.012,-0.005,-0.004,-0.013,0.016,-0.009,-0.008,0.003,-0.01,-0.009,-0.013,-0.01,-0.003,0.007,-0.007
720,-0.01,-0.007,-0.002,-0.012,0.018,-0.004,-0.005,0.004,-0.009,-0.004,-0.011,-0.009,0.002,0.006,-0.001
721,-0.007,-0.002,0.001,-0.003,0.015,0.001,-0.002,0.005,-0.004,0.002,-0.004,-0.003,0.006,0.003,-0.002
722,-0.003,0.001,0.002,0.003,0.011,0.004,0.003,0.006,0.004,0.005,0.001,0.001,0.007,0.002,-0.003
723,0.002,0.003,0.004,-0.001,0.009,0.003,0.006,0.006,0.007,0.005,0.001,0.005,0.004,0.001,-0.002
724,0.004,0.004,0.006,-0.004,0.008,0.006,0.01,0.006,0.009,0.004,0.006,0.003,0.001,-0.002,0.002
725,0.004,0.005,0.004,0.002,0.006,0.007,0.007,0.006,0.009,0.003,0.006,0,-0.002,-0.003,0.003
726,0.003,0.002,0.001,0.007,0.008,0.006,0.001,0.006,0.004,0.001,0.005,-0.003,0.003,-0.001,0.002
727,0,0.001,-0.001,0.007,0.011,0.003,-0.003,0.005,-0.001,-0.001,0.005,0.001,0.009,0.002,0.003
728,0.002,0.006,-0.001,0.002,0.011,0.001,0,0.005,-0.004,0.002,0.002,0.002,0.013,0,-0.001
729,-0.001,0.008,0,0.002,0.011,0.002,0.004,0.003,-0.001,-0.002,-0.004,-0.002,0.012,-0.002,-0.007
730,-0.005,0.003,-0.001,-0.001,0.009,0.002,0.001,0.001,0.002,-0.004,-0.006,-0.004,0.006,-0.005,-0.009
731,-0.009,-0.008,-0.001,-0.003,0.003,-0.002,-0.006,0,-0.001,-0.006,-0.008,-0.006,-0.006,-0.003,-0.01
732,-0.012,-0.009,0,-0.016,0.002,-0.002,-0.006,0.006,-0.005,-0.001,-0.007,-0.006,-0.013,-0.003,-0.012
733,-0.008,-0.002,0,-0.022,0.004,0.003,0.002,0.012,-0.004,0.002,-0.006,-0.004,-0.018,-0.001,-0.011
734,-0.007,0.01,0.002,-0.018,0.011,0.008,0.008,0.015,0.002,0.004,0,0,-0.012,0.002,-0.002
735,-0.003,0.013,0.002,-0.012,0.015,0.009,0.007,0.01,0.003,0.005,0,-0.002,-0.007,0.003,-0.001
736,0.001,0.009,-0.001,-0.003,0.016,0.006,0.007,0.003,0.004,0.003,0,-0.003,0.003,0.003,-0.002
737,0.001,0.005,-0.004,0,0.014,0.006,0.008,0,0.006,0.001,0.001,-0.002,0.003,0.007,-0.002
738,0,0.004,-0.001,0.002,0.013,0.005,0.007,0.005,0.008,0,0.005,0.001,0.002,0.01,0.003
739,-0.003,-0.001,0.001,-0.002,0.015,0.005,0.003,0.005,0.005,0.002,0.001,-0.001,0.001,0.007,0
740,-0.008,-0.003,0.001,-0.007,0.013,-0.005,-0.002,0.002,-0.001,-0.006,-0.006,-0.005,0.003,-0.003,-0.01
741,-0.011,-0.002,0,-0.015,0.008,-0.007,-0.003,0,-0.004,-0.01,-0.008,-0.007,-0.001,-0.013,-0.016
742,-0.003,0.003,0.004,-0.018,0.011,-0.002,0,0.003,-0.002,-0.003,-0.003,0,-0.002,-0.015,-0.012
743,0.002,0.004,0.005,-0.017,0.012,0.005,0.005,0.001,0.008,0.007,0.003,0.006,0,-0.01,-0.003
744,-0.002,0.003,0.002,-0.012,0.009,0.001,0.006,-0.002,0.007,0.004,0.003,0.006,0.004,-0.006,-0.002
745,-0.003,-0.001,-0.003,-0.006,0.004,-0.004,0.002,-0.007,0.004,-0.004,0,-0.002,0.006,-0.004,-0.005
746,0.005,-0.001,-0.003,-0.001,0.005,-0.003,-0.003,-0.004,0.003,-0.009,0.001,-0.003,0.009,-0.007,-0.007
747,0.007,0.004,-0.001,0.006,0.007,0.005,-0.002,0,0.006,-0.002,0.006,0,0.006,-0.007,-0.003
748,0.002,0.003,-0.001,0.005,0.004,0.005,-0.001,0.001,0,-0.001,0.005,0,0,-0.007,-0.003
749,0.001,-0.002,0,-0.001,0.002,-0.002,-0.001,0.001,-0.002,-0.002,0,-0.003,0,-0.003,0
750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,0,0.005,0,0.002,0.005,0.001,0.003,0,0.001,-0.001,0.001,-0.002,0,-0.002,-0.001
752,0.001,0.002,-0.001,-0.001,0.009,-0.001,0.002,-0.001,-0.004,-0.006,-0.004,-0.005,-0.001,-0.006,-0.005
753,0.002,0.005,-0.001,-0.007,0.011,-0.005,-0.001,-0.001,-0.003,-0.004,-0.005,-0.007,-0.002,-0.007,-0.006
754,-0.002,0.009,0.002,-0.005,0.009,0.002,-0.003,0.002,0.001,0.004,-0.002,-0.005,-0.003,-0.007,-0.005
755,0.004,0.012,0.006,0.001,0.009,0.008,-0.003,0.008,0.004,0.007,0.001,-0.005,-0.005,-0.003,-0.006
756,0.005,0.006,0.007,0.001,0.012,0.007,-0.002,0.014,0.008,0.006,0.001,0,-0.005,0.003,-0.003
757,-0.001,-0.001,0.004,-0.008,0.016,0.002,0.002,0.013,0.007,0.002,-0.002,-0.003,-0.002,0.006,-0.003
758,-0.004,-0.004,0.001,-0.012,0.016,-0.001,0,0.009,0.001,-0.006,-0.004,-0.009,0.002,0.003,-0.003
759,-0.001,0,0.003,-0.012,0.018,0,-0.005,0.009,-0.001,-0.007,0.001,-0.008,0.003,0.003,-0.007
760,0.002,-0.001,0.001,-0.008,0.018,0.001,-0.004,0.01,0.003,0,0.001,0.001,0.004,0.004,-0.009
761,0.005,0.001,0.001,-0.009,0.015,0.004,-0.003,0.011,0.001,0.008,0.002,0.002,0,0.003,-0.009
762,0.006,0,0.001,-0.011,0.011,0.005,-0.002,0.01,0,0.005,0.005,0.001,-0.003,-0.004,-0.005
763,0.005,0.004,0.004,-0.006,0.007,0.003,0.002,0.009,0.002,0.004,0.01,0.002,-0.001,-0.007,-0.003
764,0,0.004,0.003,-0.001,0.008,0,0.006,0.008,0.007,0.003,0.007,0.005,0.006,-0.004,0.001
765,-0.001,0.007,0.003,0,0.006,0.003,0.004,0.005,0.008,0.006,0.006,0.004,0.008,-0.006,-0.001
766,-0.002,0.003,-0.001,0.002,0.003,0.006,0.001,0.001,0.007,0.009,0.005,-0.001,0.009,-0.008,-0.003
767,-0.006,0.006,-0.002,0.012,0.004,0.013,0.003,0.002,0.007,0.01,0.006,-0.001,0.009,-0.007,-0.003
768,-0.006,0.007,0.001,0.019,0.007,0.015,0.006,0.008,0.012,0.006,0.009,0.003,0.008,-0.003,0.002
769,-0.004,0.005,0.004,0.013,0.004,0.009,0.006,0.011,0.011,0,0.008,0.008,0.004,-0.004,0.006
770,-0.004,0.002,0.002,0.003,-0.002,0,0.006,0.007,0.002,-0.003,0.003,0.005,-0.001,-0.01,0.005
771,-0.001,0.004,0.002,-0.003,0,-0.002,0.007,-0.003,-0.002,0.002,0.002,0.001,-0.001,-0.013,0.002
772,0.004,0.004,-0.001,-0.002,0.007,0.006,0.006,-0.01,0,0.007,0.002,0,-0.003,-0.012,-0.001
773,0.006,0.008,-0.004,-0.005,0.009,0.011,0.009,-0.007,0.004,0.009,0,0.004,0.001,-0.008,-0.001
774,-0.002,0.011,-0.009,0.002,0.006,0.011,0.009,-0.008,0.004,0.004,-0.004,0.001,0.002,-0.01,-0.002
775,-0.008,0.01,-0.008,-0.003,0.005,0.007,0.003,-0.008,0.006,0.011,0.001,0.004,0.005,-0.01,-0.003
776,-0.005,0.009,-0.001,0.001,0.007,0.01,-0.002,-0.004,0.006,0.005,0.015,0.012,0.009,-0.006,-0.001
777,-0.004,0.003,-0.001,0.001,0.008,0.004,-0.004,0.001,0.002,0.003,0.012,0.007,0.001,-0.001,-0.002
778,-0.005,0,-0.001,0.01,0.008,-0.003,-0.004,0.006,0.003,-0.002,0.012,0.001,0.007,0,0.003
779,-0.006,-0.002,0,0.001,0.011,0,-0.001,0.007,0.004,0.002,0.001,-0.004,0.01,0.001,0.002
780,-0.011,0.003,0.006,-0.002,0.017,0.006,0.003,0.01,0.008,0.001,0.004,0,0.012,0.004,0.003
781,-0.015,0.005,0.006,0.002,0.023,0.006,0.005,0.01,0.006,0.007,0.001,-0.001,0.011,0.007,-0.003
782,-0.016,-0.003,0.004,-0.001,0.023,0.001,-0.003,0.006,-0.004,0,0.002,0.003,0.011,0.001,-0.013
783,-0.014,-0.012,0,-0.011,0.017,-0.006,-0.015,0.002,-0.013,-0.017,-0.005,-0.004,-0.003,-0.004,-0.025
784,-0.009,-0.011,0,-0.012,0.015,-0.01,-0.016,0.003,-0.018,-0.028,-0.013,-0.008,-0.015,0,-0.028
785,-0.011,-0.009,-0.001,-0.008,0.013,-0.021,-0.017,0.003,-0.021,-0.025,-0.013,-0.014,-0.026,0.003,-0.023
786,-0.017,-0.009,-0.002,-0.017,0.008,-0.023,-0.019,-0.005,-0.018,-0.022,-0.012,-0.014,-0.021,-0.005,-0.025
787,-0.016,-0.004,-0.002,-0.021,0,-0.019,-0.018,-0.006,-0.004,-0.011,-0.006,-0.022,-0.015,-0.014,-0.024
788,-0.003,0.011,0.004,-0.011,0,-0.002,-0.004,-0.004,0.007,0.009,0.004,-0.01,0.004,-0.005,-0.011
789,0.004,0.009,0,-0.003,-0.003,0.001,0.001,-0.004,0.007,0.015,0.005,-0.005,0.007,0.002,0
790,0,0.004,-0.003,-0.004,0.002,0.002,0.002,-0.004,0.006,0.018,0.004,0.001,0.018,0.006,0.001
791,0.002,0.002,-0.005,-0.008,0.012,0,0.002,0.004,0.005,0.016,-0.001,-0.01,0.009,0.008,0.001
792,0.001,0.004,-0.001,-0.01,0.021,0.001,-0.002,0.011,0.006,0.004,-0.001,-0.006,0,0.008,0.003
793,0.011,0.001,0.003,0.002,0.021,0.003,-0.004,0.012,0.011,-0.002,-0.003,0.001,0,0.003,0.001
794,0.011,-0.006,0.008,0.012,0.019,0.007,-0.002,0.012,0.008,0.003,0.007,0.007,0.008,0,-0.001
795,0.004,0.002,0.007,0.011,0.017,0.011,0.003,0.014,0.007,0.008,0.013,0.004,0.014,0.002,0.001
796,0.004,0.008,0.007,0.005,0.014,0.012,0.005,0.015,0.008,0.01,0.009,0.005,0.015,0.002,0.003
797,0.01,0.02,0.004,0.004,0.009,0.018,0.014,0.015,0.018,0.011,0.004,0.009,0.01,0.004,0.006
798,0.013,0.014,0.001,0.015,0.008,0.018,0.02,0.011,0.02,0.01,0.009,0.006,0.002,0.005,0.005
799,0.001,0.013,0.003,0.014,0.009,0.016,0.015,0.009,0.024,0.012,0.009,0.009,-0.001,0,0.006
800,0,0.001,0.007,0.005,0.013,0.011,0.004,0.005,0.018,0.013,0.001,0.009,-0.002,0,0.004
801,-0.005,0.002,0.008,-0.011,0.014,0.01,-0.003,0.003,0.012,0.003,0.001,0.006,0.005,0.003,0.002
802,-0.007,-0.005,0.006,-0.013,0.019,-0.001,0.001,0.002,0.001,-0.006,0.001,-0.005,0.005,0.004,-0.012
803,-0.007,-0.003,0.005,-0.014,0.016,-0.002,0,0.008,0.001,-0.008,-0.001,-0.007,0.005,0.005,-0.015
804,0.001,0.003,0.01,-0.01,0.019,0.006,0.007,0.016,0,-0.002,0.004,-0.001,-0.001,0.011,-0.013
805,0.012,0.016,0.007,-0.001,0.018,0.011,0.015,0.016,0.002,0.001,0.008,0.009,0.01,0.011,-0.001
806,0.01,0.016,0,0.024,0.023,0.012,0.02,0.006,0.003,0.017,0.005,0.009,0.01,0.009,0.005
807,0.005,0.009,-0.005,0.027,0.018,0.022,0.01,-0.003,0.015,0.026,0.011,0.016,0.011,-0.002,0.004
808,0.001,0.011,0.002,0.016,0.019,0.026,0.007,0.006,0.014,0.024,0.013,0.02,0.004,0.001,0
809,-0.008,0.005,0.002,0.003,0.019,0.012,-0.004,0.011,0.003,0.002,0.007,0.011,0.003,0.005,-0.004
810,-0.016,-0.007,-0.002,-0.014,0.016,0.006,-0.009,0.011,-0.001,-0.015,-0.022,-0.014,-0.004,0.01,-0.015
811,-0.016,-0.008,-0.005,-0.034,0.004,-0.006,-0.011,0.008,-0.004,-0.02,-0.027,-0.021,-0.007,0.009,-0.02
812,-0.013,-0.001,-0.001,-0.028,0.005,-0.009,-0.01,0.009,-0.012,-0.007,-0.028,-0.021,-0.005,0.012,-0.018
813,-0.009,-0.001,0.003,0.006,0.015,-0.017,-0.01,0.007,-0.009,0.003,-0.016,-0.01,0.002,0.017,-0.013
